Title,Location,Company,Salary,Description
"Analyst, Supply Chain, Diagnostics","New Delhi, Delhi",Clinton Health Access Initiative,None,"Overview:
The Clinton Health Access Initiative, Inc. (CHAI) is a global health organization committed to saving lives and reducing the burden of disease in low-and middle-income countries, while strengthening the capabilities of governments and the private sector in those countries to create and sustain high-quality health systems that can succeed without our assistance. For more information, please visit: http://www.clintonhealthaccess.org

CHAI in partnership with its India affiliate William J Clinton Foundation (WJCF), works in close partnership with and under the guidance of the Ministry of Health and Family Welfare (MoHFW) at the Central and States’ levels on an array of high priority initiatives aimed at improving health outcomes. Currently CHAI works across projects to expand access to quality care and treatment for HIV/AIDS, Hepatitis-C, tuberculosis, cancer and immunization.

Background

The world has not experienced a pandemic at the scale or pace of the current COVID-19 pandemic; the virus has ferociously attacked high- and low-income countries alike, but in so doing has exposed inequities in access to quality care within and across countries. Despite a proactive mitigation and stringent suppression strategy, the number of COVID cases in India continues to rise. While the indirect impacts of the COVID-19 on availability and utilization of routine health services cannot yet be known, lessons from previous crises suggest that service disruption and displacement will have grave impact on population health. In order to address these challenges, a robust response based on strengthened health workforce, resilient supply chains and rapid increase in diagnostic capacity is being spearheaded by the Ministry of Health and the Indian Council of Medical Research (ICMR).

Program Overview

CHAI, in partnership with its India affiliate William J. Clinton Foundation's (WJCF) COVID-19 program, supports the ICMR, MoHFW and other key stakeholders in testing policy, strengthened data and delivery systems, and development of guidelines. The programme has been supporting ICMR in the development of the strategic plan for scaling up testing, providing data-driven insights to support supply chain management including forecasting and inventory management, and helping build guidelines and Standard Operating Procedures (SOPs) for downstream distribution of commodities. Separately, the programme also supports selected states on localized strategies for testing scale up and equitable access, stronger engagement with the private sector, improved treatment readiness, robust awareness campaigns and capacity building initiatives, and analytics based programme management.

Role

We seek a highly motivated individual with demonstrated analytical abilities for the role of Analyst, Supply Chain, Diagnostics. The Analyst will generate robust and actionable insights by conducting sophisticated analytics on supply chain and testing data generated by the programme. The Analyst will be responsible for synthesizing data from multiple datasets and inform decisions on testing strategy, lab capacity and operations optimization, and procurement and distribution of testing commodities.

A strong profile will include outstanding credentials, analytical ability, and communication skills. The candidate must be self-driven, entrepreneurial, adaptable, and have a high level of comfort with ambiguity. The Analyst must be able to function independently and flexibly with a strong commitment to excellence. We place great value on qualities such as resourcefulness, responsibility, tenacity, independence, energy, and work ethic.
Responsibilities:
Develop data management tools, dashboards, analytics frameworks and innovations to ensure continuous and harmonized data collection, validation, analysis for monitoring and evaluation of program performance.
Synthesize program performance data/information and promote its use in decision making for program service delivery and resource allocation.
Innovate new approaches for generating program insights including but not limited to predictive modelling, clustering techniques and machine learning.
Develop reports and presentation decks for sensitizing internal and external stakeholders about the projects/ programs.
Contribute to the design, planning and execution of high-impact interventions to establish and sustain the COVID-19 commodities’ supply chain in India.
Critically evaluate and strategize methods for improving commodities ordering, inventory management, warehouse management, and transportation which may include improved used of technology and data for management, integration of COVID-19 commodities’ supply chain with other commodities and supporting thoughtful implementation of data management tools and systems.
Generate analyses from COVID-19 testing data pertaining to technical, strategic and operational aspects of the programme. The candidate will be expected to examine ICMR guidelines and scientific literature, and, have a general understanding of the underlying scientific theory.
Support capacity building of key government functionaries on relevant competencies for sustained ownership and delivery.
Perform other responsibilities as requested by programme leadership.
Qualifications:
Master's/Bachelor’s degree, plus 2-4 years’ work experience
Experience working in public health organization OR management consulting, development sector or similar fast-paced, output-oriented environments OR pharmaceutical, biotechnology or medical device industry
Exceptional analytical (qualitative and quantitative) and communication (written and verbal) skills
Entrepreneurial mindset, including ability to work independently, self-motivate, and propose and implement new initiatives
Exceptional stakeholder management capabilities
High level of proficiency in Microsoft Office, particularly Excel, PowerPoint and Word
Ability to think strategically, handle ambiguity, and problem solve in a fast-paced, limited-structure, multicultural environment
Ability to be effective in high-pressure situations, handle multiple tasks simultaneously, and set priorities
Ability to absorb and synthesize a broad range of information, especially clinical, scientific and technical manufacturing information
Proficiency in analytical tools such as Tableau, Power BI, Databricks, etc. preferred
#jobreference1"
Campaign Executive_PPC_Digital Marketing,"Mumbai, Maharashtra",Bright Brain Marketing Technologies LLP,"₹2,00,000 - ₹5,00,000 a year","Company Name : Bright Brain Marketing Technologies LLP
Job Title : Campaign Executive – PPC
Job Overview :
Bright Brain is looking for a self motivated Pay Per Click (PPC) specialist who is hard working, detailed oriented and have a keen eye for analytics. We need someone with Google Adwords experience who can creatively and effectively manage and optimize PPC campaigns to generate maximum ROI for our clients. Experience with Search Engines and Facebook Pay Per Click campaigns is a plus.
Even better! Experience with Search Engine Optimization? Now you’re talking’! If you are results driven, organized, and pay close attention to detail, submit your resume today for our Pay Per Click (PPC) Executive position.
Company Overview :
Bright Brain is a digital marketing & advertising agency that creates solutions for branding and increased sales efficiency. Our expertise includes Digital Advertising Campaigns, Search Engine Optimization, Search Engine Marketing, Social Media Marketing, Website Design & Development and everything else Marketing and Advertising related.
As Exclusive Google Partners we work directly with Google on several of their new products and solutions to increase campaign effectiveness. We are one of 20 (out of 5000) partner agencies to be selected as part of Google's ""Elevator Program"" for the year 2019-2020, a testament to the capabilities and potential of Bright Brain.
Established in 2009, we are now a team of 55+ highly motivated and passionate individuals spread across Mumbai & Pune. We are always on the lookout for individuals who take pride in ownership of their work and accountability for the success of their customers, the organization and themselves!
You can read more about us on www.brightbraintech.com
What you'll do? (Roles & Responsibilities)
Plan, optimize, implement, and manage paid campaigns for a variety of clients across platforms
Experience in creating catalogue ads across Facebook & Instagram.
Create and Manage Google and Facebook & Instagram Shopping campaign
Excellent Google Analytics knowledge to measure ROI and product performance
Perform keyword research and manage all bid management for your clients
Generate weekly and monthly reporting for all measure metrics like Goal tracking, Revenue tracking, etc.
Understand the campaign management process to create effective campaigns across paid media
Monitor Google Analytics dashboard, reports, and key reporting tools
Manage large-sized media budgets
Keep up to date with the latest industry trends
Should have proven experience in executing and managing AMS or Amazon ads
Should have basic metrics knowledge like ACOS, NTB (New to Brand), Sales, Orders, etc
Experience in creating Sponsored Product, Sponsored Display, and Sponsored Brand ads.
Analyze negative search terms and apply it to the respective campaign
Analyze activity and performance of all paid campaigns and report findings back to the Digital Media Head and subsequent clients.
What you'll need? (Required Skill-set)
PPC Analyst with relevant experience of at least 2 – 3 years.
Impeccable verbal and written English
Knowledge of search engine optimization and keyword research
Ability to understand the target audience and plan campaigns accordingly
Certification from Google Adwords - desired but not required.
JOIN THE POD NOW!!
Job Types: Full-time, Temporary
Salary: ₹200,000.00 to ₹500,000.00 /year
COVID-19 considerations:
Considering current scenarios and situation of COVID-19, our whole team is working remotely and will continue to do so for few months more even after lockdown is uplifted. Employee safety is our utmost priority hence flexible remote working setup.
Experience:
Digital Marketing_PPC: 2 years (Preferred)
Language:
English (Preferred)
Digital Marketing Experience:
SEM (Preferred)"
Analyst/Senior Analyst,"New Delhi, Delhi",IndianFertilizer,None,"Skills:
Writing Skills.
Analytical Skills.
Research Skills.
Good Communication Skills.
Positive Attitude, ability to work in teams.
Ability to think strategic and long term.

Qualification:
Post Graduates (if you have a background in Economics or Engineering, it will help but it is not a necessary that you are from either discipline) with interest in writing and analysis.

Experience
0-6 years

How to apply
Email your CV at hr@indianpetro.com ( Mention the job title in the subject field for quick consideration.)"
Business Analyst - Investment Banking,"Gurgaon, Haryana",Genpact,None,"With a startup spirit and 80,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.

We are inviting applications for the role of Business Analyst, Investment Banking
You’re responsible to Initiate and develop valuation models which will be used for fundamental research of the various companies and provide a valuation based on various methods including DCF, and Relative Valuation methods, also capture market performance of the companies under consideration
Responsibilities:
In this role, you will be responsible to
Prepare and update different sections of the Pitch Books and CIMs
You should prepare one to multiple pager company profiles of both public and private companies
You should build and update trading comparable analysis
You should conduct deal analysis including one line and detailed transaction comps spread
Work on financial and operating benchmarking
You should build detailed industry research slides including industry overview, trends, key players, outlook etc.
Work on high complexity ad hoc requests such as, pro-forma analysis and capitalization tables
Prepare scenario analysis and case study analysis including M&A and IPO case study
Minimum Qualifications
University graduate in any discipline
Meaningful work experience
You should have proficient knowledge of English
Preferred Qualifications
Excellent knowledge of a foreign language shall be an added advantage
Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to building a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.

JobBusiness Analyst
Primary LocationIndia-Gurgaon
Education LevelBachelor's / Graduation / Equivalent
Job PostingNov 20, 2019, 7:49:05 AM
Unposting DateOngoing
Master Skills ListDigital
Job CategoryFull Time"
Senior Analyst - Spanish,"Mumbai, Maharashtra",Virtusa,None,"Primary Role: Support and be the SPOC of contact for Spanish Language raters based out of Spain, through Chat, Google Hangouts, Skype etc.,
Record the number of Interactions and submit for Calibration and QC to Google
Work closely with the local Ads Rating team in Mumbai to get regular process updates and cascade that to the Spanish Raters.
Work on creating language assessments to check Reading Comprehension and Vocabulary of employees

Secondary Role: Using Google’s Ad Evaluation tool ‘rate’ or ‘review’ content such as Search Ads, Image ads, Video ads, Search Results, etc, based on guidelines provided by Google.

Advanced proficiency in Verbal/Written Spanish and English.
Good hands-on knowledge of MS Excel (Should be good at using formulas, graphs, Pivots and Lookups)
Must have sound working knowledge of the Internet.
Should be well-aware about how Google search works, good research skills through use of effective keywords.
Spanish Language proficiency required B2 and above



Primary Location: IN-MH-Mumbai
Schedule: Full Time
Job Type: Experienced
Travel: No
Job Posting: 01/07/2020, 10:51:40 PM"
Research Analyst I - Modeling and Simulation,"Gurgaon, Haryana",Evidera,None,"Research Associate I - Modeling and Simulation

We are looking to fill this position in our Gurgaon, India office.

Evidera is a global research consulting group that partners with life sciences organizations worldwide to develop, capture, and communicate the clinical and economic evidence required to substantiate the value of their products and optimize their products’ market access and commercial success. Our research and consulting services are driven by world-class science and thought leadership and leverage a unique combination of capabilities in health economics, outcomes research, market access, data analytics, and epidemiology.

Our multidisciplinary Modeling and Simulation experts design and implement health economic models that describe complex medical processes to understand and evaluate the implications of clinical trials; demonstrate the value of interventions beyond efficacy, and assess benefits, risks, and the economic consequences associated with healthcare interventions. If you have a passion for health economic modeling to conduct cost-effectiveness analyses of healthcare interventions and have experience conceptualizing and implementing simulation models (e.g., discrete event simulation) and other decision-analytic models (e.g., decision trees, Markov, individual state-transition, survival partition), a position in Modeling and Simulation at Evidera is waiting for you!

Position Overview
Assist with implementing simulation models (e.g., discrete event simulation) and other decision-analytic models (e.g., Markov, individual state-transition, survival partition) to assess the cost-effectiveness of healthcare interventions. Assist with scientific and financial project management, and monitoring progress for projects when assigned.

Essential Duties and Responsibilities: (other duties may be assigned)

Assist with implementing one or more of the following (under supervision):
Development of health economic models to conduct cost-effectiveness and budget impact analyses of healthcare interventions.
Program models using Microsoft Excel with Visual Basic for Applications (VBA).
Conduct analyses and presentation of results.
Conduct literature reviews with emphasis on extracting data pertinent to health economic evaluations and cost-effectiveness analyses.
Conduct basic statistical analyses (e.g., descriptive statistics and regression analysis).
Assist with drafting sections of project deliverables (e.g., user guides, model specifications and technical reports).
Participate in client meetings and draft meeting minutes.
Assist with tracking budget and expenses and monitoring timelines and deliverables for projects when assigned.
Support other ""non-billable"" activities as needed (e.g., assist with developing sections of proposals).
Travel may be required.
Education and Experience

Master’s degree in Operations Research or Industrial Engineering or Bachelor’s degree in Operations Research or Industrial Engineering with more than one year of relevant work experience. Master’s or Bachelor’s degrees in other fields will be considered (e.g., Mathematics, Economics, Epidemiology) with relevant experience of programming decision analytic models (e.g., decision trees, Markov, individual state-transition, survival partition) in Microsoft Excel with VBA.

What you bring to Evidera

Basic understanding of research methods.
Practical knowledge of research project implementation.
Experience working with modeling/simulation software, in particular Microsoft Excel using VBA.
Excellent computer skills, including Microsoft Word and PowerPoint.
Strong quantitative skills, with solid understanding of basic statistics.
Energy, a great work attitude and fit well with our team.
Strong organization skills.
Language Skills

Competent in written and spoken English.
Computer Skills

Required: Excel and VBA expertise, Microsoft Word, Microsoft PowerPoint
Desired: Experience using other simulation and/or decision-analysis software (e.g., Arena, TreeAge).
Evidera, Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, genetics, sexual orientation, gender preference, disability, or status as a qualified individual with a disability or protected veteran."
Analyst - Chart Audit,"Pune, Maharashtra",PharmaACE,None,"Analyst – Chart Audit
Positions in Pune, India.
PharmaACE is a growing Global Healthcare Consulting Firm, headquartered in Princeton, New Jersey. Our expert teams of Business Analysts, based across the US, Europe, and India, provide Analytics and Business Solutions using our worldwide delivery models for a wide range of clients. Our clients include established, multinational BioPharma leaders and innovators, as well as entrepreneurial firms on the cutting edge of science. We have deep expertise in Forecasting, Business Analytics, Competitive Intelligence, Sales Analytics, and the Analytics Center of Excellence Model. Our wealth of therapeutic area experience cuts across Oncology, Immuno-science, CNS, CV-Met, and Rare Diseases. We support our clients’ needs in Primary Care, Specialty Care, and Hospital business units, and we have managed portfolios in the Biologics space, Branded Pharmaceuticals, Generics, APIs, Diagnostics, and Packaging & Delivery Systems.
Brief introduction :
Chart Audit involves Primary Market Research (PMR) to collect and analyse patient level data generated from physicians/ physician clinic/ hospitals. The actionable insights on market performance and future strategy development are an aid to the pharmaceutical commercial teams in developing as well as validate near term and long-term brand strategies.
Designation name & Description (brief info of group forecasting/commercial/technology etc.) :
Analyst
Looking for people with affinity towards in-depth data analysis based on excel and data analysis tools. The required candidate must be well versed with pharmaceutical domain with reference to therapy areas.
Job Responsibilities:
Support a leading global pharmaceutical client and internal stakeholders in an onshore/ offshore setting, as required
Analyze primary data to obtain relevant discussion points on user dynamics, attitude and usage analysis, attribute analysis, patient journey, disease progression levels, biomarker analysis, LOT analysis, treatment regimen comparison
Deep dive to methodically solve ad-hoc questions for the various client stakeholders
Flexible to work on quick turnaround projects with high sensitivity data
Work in a team environment as an individual contributor
Qualifications:
Post graduation: M. Pharma or MBA
Graduation: B. Pharma or B.Sc. in life sciences
1 or 2 years of relevant post-collegiate job experience
Strong Excel and PowerPoint skills
A decent background knowledge around multiple therapy areas (specifically oncology) is an advantage
Experience in working with primary market research data
Adherence to client specific data privacy and compliance policies
Conduct independent desktop-based research for a particular disease therapy from various secondary sources (Researching assumptions on prevalent/treated population patient types, market segmentation, compliance etc.)
Proficiency in various commonly used transactional data assets and others including Volumes/ Value, Rx, Specialty level, Longitudinal Patient level data assets
PharmaACE is a global consulting firm; fluency in English is required, additional fluency in at least one European or Asian language is desirable
Connect with PharmaACE in India on social media:
Follow PharmaACE on LinkedIn and Twitter for more job opportunities
Read our blogs for latest news and information from the Pharma world
To know more about us visit our website
Consultant / Senior Consultant Consultant - Business Intelligence Content Writer Associate Consultant/ Consultant - Forecasting Associate Consultant - Consultant Commercial Analytics Analyst - Chart Audit Associate Consultant /Consultant – Chart Audit Associate Consultant(Epidemiologist) Associate Consultant – Sales Force Consultant/Senior Consultant- Forecasting Consultant Forecasting (WFH) Consultant-SAS Analyst-SAS Consultant RWE Market Research Manager (Supplier Side) Senior Market Research Manager (Supplier Side)"
Management Reporting & Visualization Analyst,"Pune, Maharashtra","Cornerstone OnDemand, Inc.",None,"We're looking for a
Management Reporting & Visualization Analyst (Pune, India)
Management Reporting and Visualization Analyst (Pune, India)
We are seeking a financial analyst with exceptional reporting, visualization, and dashboarding talent. This position will help to drive the success of the business by taking large sets of raw data, and transforming that into dashboards, visualizations, and insights. These insights will assist in decision-making of both executive leadership as well as department managers. This role will report to the Senior Director of Finance and will be responsible for developing and managing dashboards and visualizations across the company. We are looking for a fast learner with a background in financial data visualization who is focused, intelligent, dependable, and with a can-do attitude. We provide an attractive environment for career advancement in a fast growing, dynamic company.
In this role you will…
Learn the existing data sets of financial and operational data within the company
Learn to navigate company financial and operational systems
Identify opportunities for regular dashboarding, reporting, and visualization
Develop wire-frame proposals of visualization to be created, review with management, capture feedback
Turn wire-frame proposals into production ready visualizations, leveraging Microsoft PowerBI platform
Manage the updates, distributions, and communications of existing PowerBI dashboards
Manage and support regular leadership updates using visualization tools
Streamline and automate existing management reports
Work with functional leaders to develop specific PowerBI dashboard that are targeted towards specific data requests
Consideration for privacy and security obligations
You’ve got what it takes if you have…
Bachelor’s Degree in Accounting, Finance, Business, Economics, or equivalent work experience
2+ years work experience in corporate finance, financial planning & analysis, investment banking, data science, statistics, or other related fields.
Strong skillset in data science or visualization
Strong skillset in Finance, Accounting, Statistics and Information management
Strong working knowledge of Excel, PowerBI, Tableau, Qlikview, or other similar visualization/dashboarding tool
Experience working with financial systems such as NetSuite, Salesforce.com, Coupa, Concur, Anaplan, or others
Strong research, analytical skills, pro-active problem-solving skills, and self-motivation to perform tasks above and beyond responsibility, in a timely manner.
Excellent communication skills (written & verbal).
Must be capable of working in fast-paced and changing environment; be self-directed; and work well as a team player.
Extra Dose of Awesome if you have…
Ready to work in EMEA Shifts
Experience with Netsuite
Experience in a start up environment
Experience with Pivot tables, Vlookups, Nested IF statements, Logic statements, etc. are a major plus.
Financial modeling experience in Excel
Interest in the technology SaaS industry

Our Culture:
Our mission is to empower people, businesses and communities. A culture created less by what we do and more by who we are. When people are asked to describe the team, the answer is always the same: smart, cool, dependable, and visionary. We are not a typical tech company (paid sabbaticals, generous stock units, education reimbursement, and 100% paid employee health coverage), because, well, our employees aren't your typical techies... We're always on the lookout for new, curious and capable people who can help us achieve our goal. So if you want to work for a friendly, global and innovative company, we'd love to meet you!
What We Do:
Cornerstone OnDemand (NASDAQ: CSOD) was founded with a passion for empowering people through learning and a conviction that people should be your organization’s greatest competitive advantage. Cornerstone is a global human capital management (HCM) leader with a core belief that companies thrive when they help their employees to realize their potential. Putting this belief into practice, Cornerstone offers solutions to help companies strategically manage and continuously develop their talent throughout the entire employee lifecycle.
Cornerstone’s HCM platform is successfully used by more than 75 million people in 180+ countries and in 40+ languages.
Check us out on Linkedin, The Muse, Glassdoor, and Facebook!"
Business Analyst,"Bhubaneshwar, Orissa",braahmam,None,"Position: Business Analyst
Location: Bhubaneswar/ Noida
Job Type: Regular/Full Time
Job Responsibilities:
Conducting research on the business area including creating a business plan in due course.
Financial modelling and analysis of each business case.
Exploring possible technology/ JV partners .
Documenting learnings from similar business models which have been successful.
Competition Analysis – Direct & Indirect.
Requirements (Qualification and Experience): Must have good knowledge in - Conducting research on the business area including creating a business plan in due course. Financial modelling and analysis of each business case. Exploring possible technology/ JV partners. The person must be diligent and independent in working style and have the drive and energy to deliver the above with remote/ limited guidance. Being tech savvy is essential. Knowledge of finance and marketing will be required.

we are always looking for skilled and talented people to become an integral part of our team. If you think you can contribute to our efforts, mail your resume at: hr@braahmam.net"
KYC/AML Analyst – Contractual,"Bengaluru, Karnataka",Bangalore Software Services,None,"The position will include analysis and investigation of tasks across the client on-boarding function, reconciling data between multiple sources, identify and link matching counter parties/ records as well as completing periodic reviews of existing clients where required. The team functions in close partnership with Sales, Relationship, Credit, Legal, Compliance and Operations to ensure efficient and timely data analysis and cleansing. The Data Management team plays a critical role in remediating existing clients records to ensure clients data is:
Consistent with Group Standards
Compliant with international regulation and internal policies
AML / KYC relevant
Correct and relevant and linked across relevant systems
Desired Skill: KYC/AML, frank, DODD CIP, CDD, SDD, EDD , On boarding. Domain - Investment Bank(Global market / corporate KYC / Middle Office)
Level of Experience:1- 6 Years
Role Context:The role will involve frequent interaction with On-boarding, Project Leads, Management, Stakeholders and other enablement functions teams therefore excellent inter-personal skills are required.
This role will support the analysis and cleansing of data in Gold Tier to ensure completeness as well as reconciling and cleansing data to downstream systems.
Responsibilities include but are not limited to:
Engage with Business partners and other operations areas to research and gather data
Analyse data and determine appropriate actions to be taken against accounts and clients
Actively engage with the Data Management manager on a regular basis to maintain focus on critical deliverables and balance the overall Book of Work
Trigger and implement data changes in various workflow systems(as needed)
Validate data changes
Provide regular status updates to Management team
Support other Data Management work streams and initiatives
Analyse and document data in existing systems
Analyse and recommend data sources and standards for projects
Provisioning of data related advice and enforcement of data standards in BAU
Interview Location: Bangalore
Joining Location: Bangalore
(Notice Period: 30 days)
Apply: poornima@bangaloresoftware.com, resumes@bangaloresoftware.com"
Business Analyst (Mumbai),"Mumbai, Maharashtra",ETP Group,None,"Job Description

We require an enthusiastic and talented person
Should have excellent communication and documentation skills
Should have worked on Retail domain
Should have experience of Omni Channel – Ecommerce & OMS. Preferably having experience in IBM Sterling Ecommerce, Order Dynamics, Order hive, Kibo etc.
Should have a working knowledge of design tools, UML tools, BPVA, etc
Should be able to do research on a given topic and come up with possible solution design to achieve the same
Should have knowledge on SQL queries, joins, Stored procedures

Should be a self-learner independent worker

Skills & Experience
As a BA would be responsible to design solution approaches for developing new functionality in the existing ETP Suite of applications
Should be able to test and confirm the correctness post completion of development"
Sr Journalism Analyst I,"Gurgaon, Haryana",Ipreo,None,"Req ID: R15667
Date Posted: 06/16/2020
Job Category: Research, Analysis, Data and Technical Design
Location: Gurgaon - Ambience
City, State: Gurgaon, Haryana
Country: India
Sr Journalism Analyst I

Summary:
IHS Markit is seeking an enthusiastic journalist to join its Coal, Metals and Mining team in Gurgaon, India.

The position will report on steel raw materials (iron ore, scrap, metallurgical coal and minor steelmaking metals) as well as steel itself. The focus will be physical and derivative markets, breaking news, writing insightful copy for our industry customers and price assessments. The focus will be India and the other Indian Ocean markets but is not constrained to those geographies; coverage of global markets and issues is also part of the remit.

The successful candidate will be someone who can work well on their own or in collaboration with others. They must be able to produce accurate, insightful copy that our client base will view as critical reading material that must be read daily. Solid journalistic experience is of course a requirement. Advantageous would be skills and/or experience in analysing the markets covered – moving beyond “who, what, when, why” to “what it means”. Experience working within a price reporting agency (PRA) is also highly desirable. Knowledge of multiple languages would be advantageous.

This is a truly exciting opportunity for the right person with the right experience to play a major role in the growth of our Coal, Metals and Mining team.

Job Duties:
Provide daily coverage of events in steel and steel raw materials in India and elsewhere in the Indian Ocean, and globally as required.
Maintain a deep contact network. Continually interact with market participants to find out what is going on in the market.
Work with other journalists on coauthored stories.
Source pricing information
Contribute to IHS Markit’s daily, weekly, and biweekly publications.
Work with IHS Markit’s analysts on research coverage of critical market issues.

Required Education:
A degree in Journalism, English, Finance, Business or similar is required, though experience may be counted in lieu for the right candidate.

Required Experience:
At least 2 years of experience in a steel raw materials coverage, or within the steel or steel raw materials industry

Other Skills:
Minimum 2 years of journalism experience.

Able to meet tight deadlines.
Must be focused, with great attention to detail.
Must be computer literate, and skillful with MS Word and Excel.
Must be available to travel.

What You'll Love About Us – Do ask us about these!

Total Rewards. Monetary, beneficial and developmental rewards!
Work Life Balance. You can't do a good job if your job is all you do!
Prepare for the Future. Academy – we are all learners; we are all teachers!
Employee Assistance Program. Confidential and Professional Counselling and Consulting.
Diversity & Inclusion. HeForShe!
Internal Mobility. Grow with us!

Company overview

IHS Markit harnesses deep sources of information, analytics and expertise to forge solutions for the industries and markets that drive global economies. Our company partners with clients in business, finance and government to provide the unrivalled insights and perspectives that lead to wellinformed, confident decisions. We call this The New Intelligence.

IHS Markit serves more than 50,000 key customers in more than 140 countries, including 80 percent of the Fortune Global 500. We help decision makers apply higherlevel thinking to daily tasks and strategic issues across a host of industries and disciplines including energy, finance, automotive, engineering, technology, maritime and trade, chemical, and economics and country risk.

Headquartered in London, IHS Markit (Nasdaq: INFO) is committed to sustainable, profitable growth.

IHS Markit is committed to providing equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by the laws and regulations in any of our locations.

We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a casebycase basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and followup.

IHS Markit maintains a substancefree workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, as a federal contractor in the United States, the company participates in the EVerify Program to confirm eligibility to work.

Current Colleagues

If you are currently employed by IHS Markit, please apply internally via the Workday internal careers site."
Product Support Specialist,"Bengaluru, Karnataka",Synchronoss Technologies,None,"Snapshot:
At Synchronoss We Transform & Digitize Telecommunications, Media & Technology (TMT) Companies.

We know the TMT space. Our platforms, products, people, and partners help Telecommunications, Media, and Technology companies shift their digital business into high gear. We are helping companies create digital customer journeys that reduce cost, improve consumer satisfaction, and create new revenue.

This position will contribute to the Synchronoss’ Media Services business operations by providing support for media receipt services. The position is also responsible for assisting in retrieval of all invoice media on behalf of customers as well as error resolution. This team will perform tasks associated with all media retrieval.
How you will help::
The Business Analyst - CMS contributes to Synchronoss’ Client Media Services team by providing support to business operations such as front end document or transaction content management and invoice data validation. Will perform such tasks as data entry, invoice conversion services, invoice staging and proofing.
Who we have in mind::

Responsibilities and essential job functions include but are not limited to the following:
May perform processing tasks in one or more of the following areas:
Data Entry into an electronic portal and quality check for accuracy
Check processing
CD processing
Analyze and resolve portal login errors
Research and identify appropriate portals for setup of customer accounts for invoice retrieval
Identify chronic missing accounts to resolve the root cause of why invoices are going missing
It would be great if you had::
Excellent written and verbal communication skills.
Proficiency with Microsoft Office software (Excel, Word, Power Point, etc…) and Business Intelligence solutions (i.e. Business Objects, PL/SQL, etc…)
Telecommunications background is a plus."
Research Analysts,"Whitefield, Bengaluru, Karnataka",HUMACi,None,"All our Researchanalysts positions are open to candidates studying in engineering, medicine, environmental science, and law.
The research teams work collaboratively towards a mission of social good and help to broaden the potential of AI systems across various domains."
Patent Research,India,Scintillation,None,"Job description
If you possess the keenness on how stuff works!, How a product works!, What are the new things upcoming in the market! You love reading about technology day-in day-out! Then this job profile belongs to you. The candidate would be responsible of:
Excellent English writing and speaking skills. This is mandatory.
Understanding the new technologies from various technical domains by reading patents, technical journals and scientific literature.
Comprehensively searching, analyzing and mapping the technology as per the given instructions by your manager.
Preparing beautiful reports and presenting it to the manager in conference room.
Our Message
We are open to receive applications for Junior patent research analyst. Also we are accepting applications from students for their internship starting from January 2017. We do not charge any fee from student instead of that we provide stipend to the deserving and performing candidates."
Industry Analyst - Trainee,"Uthiramerur, Tamil Nadu",NPT Research Information Services,"₹10,000 - ₹15,000 a month","We are looking for Trainee Industry / Research Analyst to conduct secondary and primary research in industries like Manufacturing, Infrastructure, Energy, Food Processing, Chemicals, Pharmaceuticals, Fertilizer, Cement, Steel, Textiles, Smart Cities, Railways, Water Treatment etc.
Training
During the training period ( 4 to 6 months), the company will train the selected candidate to do the following
Data collection through secondary and primary research in assigned industry /sectors
Interact with executives from corporate, government & public sector enterprises, and other specialists to get data on proposed investments in India
Create compelling research reports and insights on different topics in specific industries
Continuously monitor the market to stay up-to-date on industry trends
Contribute directly to confidential market intelligence projects, using specialist industry knowledge and research/strategic analysis skills
Create research outputs in the form of concise reports, presentations, charts, infographics
Qualifications
Bachelor / Master’s Degree in Engineering, Business Management.
Skills
Ability to gather, analyze and manage data
Good database and internet research capabilities with a liking for secondary research
Good oral and written communication skills
Ability to work independently with minimal supervision
Good time management and project management skills
Job Types: Full-time, Fresher
Salary: ₹10,000.00 to ₹15,000.00 /month
Education:
Bachelor's (Preferred)
Location:
Uthiramerur, Tamil Nadu (Preferred)"
