Title,Location,Company,Salary,Description
Unity developer for virtual and augmented reality,"Ahmedabad, Gujarat",Yantram Studio,None,"Experience : 3-5 years
Post : Unity developer (2)
Responsibilities :Job responsibilities will include working as part of a team of project managers, illustrators and designers to develop Augmented Reality and Virtual Reality apps for major retailers and brands. Development platforms will include iOS, Android, Kinect as well as emerging platforms such as Oculus Rift..
Extensive knowledge of Unity, as well as extensive experience as a game programmer, using C# on a major development platform, such as Microsoft Visual Studio (or equivalent).
Key Skills: Unity3D, C#, C++ and Javascript
Has extensive knowledge of 3D computer graphics, including use of DirectX SDK, OpenGL, shader programming languages, and optimizing 3D performance in games on both high-end and lowed.
Experience with UI design & development.
Native iOS & Android app development experience a plus
Team orientation required

Interested candidate can share their updated CV and work Portfolio on: job@yantramstudio.com OR connect with our HR Department through: +91 9925044248"
Programmer (Linux) –Ernakulam –South- (JOB CODE 050516K),India,V4U JOBS HR CONSULTANTS,None,"Job Title Programmer (Linux) –Ernakulam –South- (JOB CODE 050516K) Sex Both Experience Required Fresher/Experienced candidates having knowledge and development experience on Linux operating system is preferred. Must have knowledge of C, Linux kernel, Kernel driver development, dump analysis skills,... Continue Reading →"
[Government] National Organ and Tissue Transplant Organizati...,India,National Organ and Tissue Transplant Organization...,"₹50,000 a month","Government job &#10;

National Organ and Tissue Transplant Organization (NOTTO)
New Delhi
Invites applications for the posts of Coordinator (Tissue Bank), Consultant (Coordination), Consultant (IEC, Publication and Media), Computer Programmer and Consultant (Research and Data Management) at NOTTO for a period of one year purely on contract basis which will be extended further, if need be, by the Competent Authority.
Coordinator (Tissue Bank) – 1 Post, Age: Upto 45 years, Pay: ₹ 40,000/- per month
Consultant (Coordination) – 1 Post, Age: Upto 65 years, Pay: ₹ 60,000/- per month for Medical, ₹ 50,000/- per month for Non Medial
Consultant (IEC, Publication and Media) – 1 Post, Age: Upto 45 years, Pay: ₹ 50,000/- pm
Computer Programmer – 1 Post, Age: Upto 45 years, Pay: ₹ 50,000/- pm
Consultant (Research and Data Management – 1 Post, Age: Upto 63 years, Pay: ₹ 60,000/- per month for Medical, ₹ 50,000/- per month for Non Medial
Date of Walk in Interview:
Coordinator (Tissue Bank) 05.02.2020
Consultant (Coordination) 06.02.2020
Consultant(IEC, Publication and Media) 12.02.2020
Computer Programmer 13.02.2020
Consultant (Research & Data Management) 14.02.2020
How to Apply: Interested and eligible candidates are requested to send their curriculum vitae (CVs) duly signed on the Email-Id of Director NOTTO, i.e. dir@notto.nicm before 04/02/2020.
Logon to: https://notto.gov.in/WriteReadData/Portal/News/686_1_Walk-in-interview_for_filling-up_5_post_in_NOTTO_on_contract_basis.pdf for more detailed information."
Senior PHP Developer,"Indore, Madhya Pradesh",IRA Softwares,"₹25,000 - ₹30,000 a month","We are looking for an experienced programmer having hand-on experience in PHP
Knowledge of CodeIgniter or any MVC framework in PHP is required.
Knowledge of Angular NodeJS is a PLUS.
Freshers don't apply.
Minimum of 2 years experience is MUST
Job Types: Full-time, Contract
Salary: ₹25,000.00 - ₹30,000.00 per month
Experience:
software development: 2 years (Preferred)
total work: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
PHP (Required)
JavaScript (Required)
Work Remotely:
Temporarily due to COVID-19"
PHP - Laravel Developer with 1-2 years Experience,"Thiruvananthapuram, Kerala",OrisysIndia Consultancy Services LLP,None,"PHP - Laravel Developer with 1-2 years Experience
Posted on:
06/03/2020
Closing on:
09/03/2020
Contact email:
hr@orisys.in
Brief description :
PHP - Laravel Developer with 1-2 years Experience

We are looking for experienced PHP developers who can join our vibrant team of developers. You will be involved with all aspects of the software development from the initial design specification, build, testing and release to production. The ideal candidate will have good troubleshooting and integration skills,Development of PHP based applications,Writing of fully optimized code for optimum performance and efficiency of the website,Adhere to the process and coding standards and guidelines,Resolving queries,Promote continuous improvement,Should be very strong in Object-Oriented programming and design patterns,Should be strong in writing optimized SQL queries We are looking for experienced PHP developers who can join our vibrant team of developers. You will be involved with all aspects of the software development from the initial design specification, build, testing and release to production. The ideal candidate will have good troubleshooting and integration skills,Development of PHP based applications,Writing of fully optimized code for optimum performance and efficiency of the website,Adhere to the process and coding standards and guidelines,Resolving queries,Promote continuous improvement,Should be very strong in Object-Oriented programming and design patterns,Should be strong in writing optimized SQL queries.
Preferred skills
1-2 years of experience.
Core PHP should be very strong
Mandatory.
PHP Programmer with bright ideas and clear goals.
Proficiency in PHP, jQuery, JavaScript, CSS, HTML, MySQL.
Knowledge in PHP MVC Frameworks like Laravel.
Knowledge in certain PHP CMS like WordPress.
Knowledge in AngularJs, NodeJs and PostgreSQL is added advantage.
Good communications skills.
Solid understanding of object-oriented programming (OOP).
Comfortable with Windows / Linux environments. Only immediate joiners preferred. Candidates having notice period are not considered."
CNC (VMC) Operator & Programmer,"Kolkata, West Bengal",Safrroys Machines Pvt Ltd,"₹10,000 - ₹18,000 a month","Require an experienced Operator for VMC with Fanuc programming knowledge. Full time job near Kolkata (Madhyamgram).
Job Types: Full-time, Contract
Salary: ₹10,000.00 - ₹18,000.00 per month
Experience:
CNC Programming: 1 year (Required)"
Sr. PHP Programmer,"Chennai, Tamil Nadu",TablyticsMR,None,"Candidates with more than 5+ years of Hands-on experience in PHP Development. Should have worked in consumer facing applications and handled large volumes of data and concurrent userbase.

You can also send your Profile to careers@tablyticsmr.com with appropriate cover in letter clearly mentioning the role applied for."
"Quality Analyst, Mobile Automation – Appium",India,Omnie Solutions,None,"3-7 Years
We are a team of smart, energetic, creative problem solvers. With a focus on customer delight, we strive towards nurturing relationships with our business partners. Together we collaborate & inspire continuously to foster innovation through technology.
Responsibilities
Work closely with a team of programmers
Test development and builds on a variety of mobile platforms
Create and document test cases based on design documents
Execute testing of various builds, including integration, functional, and performance tests
Log and document test results, where appropriate, and work with your team to assist with troubleshooting, resolution, and validation
Support release process and perform product verification testing
Perform other related duties and special projects as assigned
Attend meetings to report work progress and critical issues
Skills
Good analytical & logical skills
Excellent communications skills
Preferred experience with Automation Testing
Candidate should have worked with Selenium with Java & Appium
Qualifications
Bachelor's degree in Computer Science, Computer Engineering or equivalent with a strong academic ground"
Network Software Programmer,"Bengaluru, Karnataka",SoftTech Services,None,"Job Summary:
You are a hands-on engineer with significant experience working at the system software level.
You possess the ability to see the big picture, question the norm, and articulate the problem.
You can translate relatively abstract ideas into concrete workable solutions.
You love experimenting with ground breaking technologies that may be relatively immature at the time of their use.
You are good in identifying the technology trade-offs and can synthesize pragmatic solutions to the problems at hand by judiciously using published and open-source technologies.
You are a strong programmer and are not afraid to dive in large code bases.
Ability to quickly learn technologies / solution that exist in the market and translate them into solutions that meet the requirements specifications laid out.
Knowledge and Skill Requirements:
Competetant in Python, Django, REACT,Angular 2, Redux, Flux,HTML5,AJAX
Data Structures – String, Lists, Dicts, tuples and various operations on them.
Good grasp of concept of objects, object oriented programming, functions and interactions between functions
Ability to explore, learn and apply unfamiliar Python Modules to solve real world problems
Multi-threading/processes ,Control Flow, Exception Handling,Regular Expressions,File and JSON I/O.
Good grasp of concept of HTTP API and how to leverage existing API’s to solve problems
Paramiko SSH library and experience in parsing o/p from SSH sessions and other data acquisition using REST, XML, SOAP, SNMP etc.
Web Scrapping using various libraries
Fundamental knowledge of SQL Databases, eg PostgreSql
Fundamental knowledge of Schema-less DB, eg Elastic Search, InfluxDb
Knowledge of jQuery
Good knowledge and experience in Django Templating language
Knowledge of Jinja2 templating language.
Knowhow of consuming a JSON obtained via API inside a Django template using jQuery.
Machine learning awareness
Experience in Open Source development Real time processing of network events
Prior experience with working on network devices and acquiring data would be a definitive plus
Other Requirements:
Strong verbal and written communications skills are a must.
Ability to work effectively across internal and external organizations.
Strong technology background is required.
Aptitude to acquire new technology and concepts quickly.
Show passion to work on new technologies and pickup and run with unknown or unfamiliar technologies
Should demonstrate problem solving skills and should be solution oriented
Stretch beyond comfort zone and willingness to work beyond boundaries and acquire now skills quickly.
Job Location: Bangalore
Email : careers@intuitorit.com"
Web Developer,"Pune, Maharashtra",WE33RAS IT Pvt Ltd,"₹8,000 - ₹12,000 a month","Description: Roles And Responsibilities
Writing efficient code
Creating websites/a website using standard HTML/CSS practices
Working closely with web designers and programmers to produce the website
Constant communication with other colleagues in the business to develop and deploy their content – and ensuring there is a clear establishment of what can be created within what timeframe
Researching different software programs, maintaining software documentation
Implementing contingency plans in case the website goes down
Job Type: Full-time
Salary: ₹8,000.00 - ₹12,000.00 per month
Experience:
Web Development: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
CSS (Preferred)"
Mainframe System programmer - Mainframe Security,"Bengaluru, Karnataka",DXC Technology India,None,"Key Activities / Job Description:
Strong knowledge in z/OS operating system
Knowledge on Parallel Sysplex concepts
Knowledge on RACF concepts
Manage RACF database
Experience in IBM RACF, ACF2 , Top Secret
Experience with RACF digital certificates and RACF auditing
Strong in managing policies, user-id management.

Essential Knowledge:
Excellent Communication skillsÂ
Strong troubleshootingÂ
Vendor coordination & ticket coordinationÂ
Business knowledge, Application team coordinationÂ
Desirable :Experience in supporting PROD environments.Â

Experience Preferred:As applicable for AP, P1, P2 & SPÂ

Note:We donâ€™t want any developers or production support people, needed only system programmersÂ

6.00-16.00 Years"
Android Engineer,"Hyderabad, Telangana",Pervacio,None,"Pervacio is looking for an Android Developer to program and develop very exciting and leading edge mobile solutions. Pervacio is working on ground breaking technologies that utilize all of the advantages and behaviors of the Android mobile platform. We are looking for an expert Android programmer who is passionate about creating products that make our customers excited and happy. Our developers work in a highly collaborative environment to support stunning products and are required to innovate intelligent solutions to complex engineering challenges.
Location
Hyderabad
Responsibilities
Design and implement scalable, reliable, and maintainable technologies for our mobile platforms
Collaborate closely with engineering, product, graphics, and design teams to define our next generation Mobile Software Solutions
Requirements
2-4 years of expert experience developing with Android OS and Java
Be familiar with Android SDK, Google deployment process, and popular third party Android testing and productivity tools.
Have exceptional problem solving and communication skills.
Bachelors or higher degree in Computer Science or Electrical Engineering.
Big plus if you have shipped popular Android applications before
Experience with CPU/memory optimization, cross-platform compatibility.
Knowledge of C++ is a plus
Able to take initiative in appropriate situations.
Communication skills
Effectively communicate via email and verbally across teams and with senior management
Must possess the ability to work independently with minimal management supervision and as part of global team
Education
BE/ B Tech OR M E / M Tech, preferably in Computer Science or other technical discipline is required."
Engineering - Software Analyst / Developer,"Chennai, Tamil Nadu",Sanmina Corporation,None,"Programmer/Analyst 3
POSITION SUMMARY:
42Q is looking for a creative Software Analyst to join its development staff. Developers are constantly challenged to find innovative solutions to solve complex business for mission-critical services.
If you are a technology enthusiast and want to work in a high-performance team, come join us.
RESPONSIBILITIES:
Analyze system requirements, and propose solution and scope designs;
Develop, test (manual/automated) and document system changes and new subsystems in compliance with the adopted development methodology, security corporate policies;
Interface with management, analysts, and project managers to ensure that progress is effectively communicated;
QUALIFICATIONS REQUIRED:
Minimum of 5 years of experience with building enterprise applications.
Strong software designing and development experience in Java with distributed and cloud-friendly systems. Experience with AWS services is a plus.
Strong relational database experience. PostgresSQL is a plus.
Development experience with web-related technologies, such as HTML(5), JS, CSS(3). Angular and/or React is a plus.
Source code version control (SVN/GIT), CD/CI pipeline, test automation and dev/test/prod dockerized environment experience. Kubernetes and Cypress are a plus.
Education: Bachelor or MS degrees in computer science or related field"
Java Programmers,"Zakhir Nagar, Delhi",Right Infotech Solutions,None,"1) Develop HTML and Java based applications.
2) Write application deployment and management scripts.
3) Deployment and management of the applications and infrastructure in the cloud infrastructures.

Requirements
1) First class B.Tech. in Computer Science or MCA with strong academic record.
2) Strong experience with HTML5, Java, JavaScript, and SQL programming.
3) MySQL database on Linux platform.
4) Apache, Tomcat, JBoss, Cloud infrastructures.
5) Fluent English speaking and writing skills.

If you meet the above criteria, please email your detailed curriculam vitae with a cover letter to careers@rightinfotech.in."
PLC programmer & Electrical Circuit Designer,"Noida, Uttar Pradesh",WSD Consultant,"₹2,00,000 - ₹5,00,000 a year","0 - 31 Years
Noida


Job Description
Plc Programmer & Electrical Circuit Designer
iti /diploma in Electrical/electronics/plc
10+ Years in Similar Field
programming & Circuit from Scratch of Machine Logic
1. Can Design Circuit and Panel
2. Programming of Siemens/mitsubishi Plc Etc.
3. Selection of Electrical Items as per Circuit
4.logic of Plc and Ckt of Special Purpose Machine.
Salary
2 Lac To 5 Lac P.A.

Industry
Engineering / Technical / R&D

Work Experience
0 - 31 Years

Qualification
Diploma, Advanced/Higher Diploma



Key Skills
PLC Engineering PLC Operation PLC programming Electrical Circuit Designing

Company Profile
Contact Person
Miss Khushi

Address
Flat No.-103, Block-63, Ground Floor, Brahmaputra Enclave Sector -10, Siddhartha Vihar , Ghaziabad

Mobile
9873423400

Email ID
khushiwsd@gmail.com"
CNC Lathe Programmer Operator,"Bengaluru, Karnataka",Global Talent Pool,None,The ideal candidate should be a Diploma in Mechanical Engineering with about 18 to 24 months’ experience in Programming and Operating CNC lathes.
PHP Programmer,"Chennai, Tamil Nadu",IMAGE,None,"Skills Required
Minimum 3-5 years of experience in OOPS, PHP5, Zend Framework, MYSQL and MS SQL. Strong in C, C++ and RDBMS concepts.

Must have good knowledge of HTML , CSS , Javascript, Ajax and XML Experience with and Web 2.0 standards, jQuery, etc."
Associate Software Engineer,"Navi Mumbai, Maharashtra",smart4talent,"₹3,00,000 - ₹3,50,000 a year","Job Title : Associate Software Engineer
Qualification : B.E / MCA/ BCA/ B.Sc (IT )
Experience : 1-2 years of experience
Salary Range : 3,00000 to 3,50,000 INR Per annum.
Location : Navi Mumbai
Skill Set & Competence:
1. General Programming skills
2. Good knowledge of .Net, C#, C, C++
3. Good knowledge of Object Oriented Programming
4. Excellent verbal and written communication skills.
5. Self-driven , team player and ready to adapt in dynamic environment
Job Responsibilities :
1. Participate in project work to ensure delivery of correct quality and use of related solutions, as required
2. Perform necessary coding, unit testing, write test procedures and perform tests depending on the roles defined (test engineer/developer)
3. Designing small modules, coding and debugging applications in various software languages
4. Work closely with team leads, graphic artists, designers and peer developer on different projects
5. Analyzing assigned project requirements from Norway
6. Carry out Object-oriented Design and Analysis as part of requirement on project or part of a module
7. Carry out front end graphical user interface design as part of requirement on project or part of a module
8. Conduct software testing and ensure quality assurance as part of requirement on project or part of a module
9. Conduct performance tuning, improvement, balancing, usability, automation as part of requirement on project or part of a module
10. Support, maintain and document software functionality on project or part of a module
11. Evaluate and identify new technologies for implementation on project or part of a module
12. Test new programs to ensure that logic and syntax are correct, program results are accurate; assist lower-level programmers with programming assignments
13. Design Unit Tests as part of Test Driven Development
14. Work effectively with teams or work groups inside his formal line of authority to accomplish technical, functional and organizational goals
if you are interested apply here. please feel free to call us or email us for any inquiry/clarification."
PHP Programmer,"Hyderabad, Telangana",Aakruti Solutions,None,"Responsibilities
PHP MySQL Development & Support for diverse Web based applications.
Knowledge of Ecommerce Websites, CMS, Shopping Cart, CMS & Application development.
Should have strong fundamentals, good coding standards.
PHP/ MySQL, Jquery, CSS, HTML/DHTML, JavaScript.
Work primarily with PHP, procedural and object-oriented design, dynamic content retrieval, Unit testing techniques, debugging techniques, HTTP, MySQL and Apache.
Good knowledge of HTML/PHP editor like Dreamweaver is must.
Good written and oral communication skills.
Must have the experience in codignator or any other framework must.
Must have the experience in Jquery.
Eligibility Criteria
Experience : 4 Year Experience.
Education : Any Graduate with good logical & Analytical skill.
Key Skills : PHP/ MySQL, PHP Frameworks(codignator), Joomla, Wordpress, Jquery, CSS, HTML/DHTML, JavaScript and Angular Js.
For further information or to apply, please contact or send your resume to info@aakrutisolutions.com Screening of applications begins immediately and will continue until the search is completed."
Senior Programmer,"Hyderabad, Telangana",Enervators Global IT Solutions,None,"Around 4 - 6 years of experience
Working on j2ee/struts/ajax/hibernate/Mysql
Experience in iferay is plus (Must have min 2 yrs of exp into J2ee/struts/ajax/hibernate/Mysql)
Job Description :
Bachelor’s Degree in Computer Science or a related field or an equivalent combination of education, training, and experience
Expert in J2EE design patterns
Significant development experience in Java, J2EE, Struts, DAOs, Web Services ,XML and XSLT
Strong Designing experience
Experience in Ajax, JavaScript and HTML
Experience with all aspects of the System Development Life Cycle
Experience working on Linux/Unix environment
Excellent verbal and written communications skills
Self-motivated, flexible, and team player
Ability to multi-task and function efficiently within very aggressive schedules/deadlines
Qualification : BE/MCA/Equivalent"
Scrum Master,"Indore, Madhya Pradesh",FIS Global,None,"Position Type :
Full time
Type Of Hire :
Experienced (relevant combo of work and education)
Education Desired :
Bachelor of Computer Science
Travel Percentage :
0%
GENERAL DUTIES & RESPONSIBILITIES
Formulates and defines system scope and objectives through research and fact-finding combined with an understanding of applicable business systems and industry requirements.
Devises or modifies procedures to solve complex problems considering computer equipment capacity and limitations, operation time and form of desired results.
Includes analysis of business and user needs, documentation of requirements and translation into proper system requirement specifications.
Influences business partners and service providers regarding priorities, hardware/software selection and/or vendor selection.
Analyzes marketplace, industry, company, technology trends and best practices, vendor products and services, etc.
Identifies and documents business strategies, objectives and drivers.
Analyzes and documents business processes and metrics, and identifies improvement opportunities.
Calculates/estimates costs and benefits of alternative actions or solutions to establish their viability/ROI.
Re-engineers processes to deliver greater effectiveness and efficiency.
Identifies/documents how applications and systems interact to support business processes.
Assesses, applies and projects the impact of system changes on users and internal and external clients or stakeholders.
Uses knowledge of systems and industry requirements to develop or modify complex information systems.
Writes test plans and test cases to ensure changes which are made to the application meet client needs and that application integrity is maintained.
Conducts a variety of tests such as system, integration, readiness and acceptance tests. Ensures changes made by programmers are correct.
Conducts tests using client data to be certain client needs will be met.
Verifies through testing that changes made by programmers to one part of the application do not impact other parts.
Reports and reviews testing results.
Trains internal employees or external clients on changes, new systems or new procedures. Conducts one-on-one or classroom training depending upon the size or desire of the audience.
May mentor, guide, advise and/or check the work of less experienced business systems analysts.
Considers business implications of the application of technology to the current business environment.
Other related duties assigned as needed.
EDUCATION REQUIREMENTS
Bachelor’s degree in computer science or information systems or the equivalent combination of education, training, or work experience. Master’s degree desirable.
GENERAL KNOWLEDGE, SKILLS & ABILITIES
Knowledge of FIS’ products and services
Knowledge of financial services industry
Knowledge of end-to-end systems development life cycles, i.e., waterfall, iterative and other modern approaches to software development
Proficiency in solutions design and requirements definition disciplines leveraging model driven design based tools and techniques including conceptual solution component models, business process models, use cases, etc.
Excellent customer service skills that build high levels of customer satisfaction for internal and external clients
Excellent verbal and written communication skills to technical and non-technical audiences of various levels in the organization, e.g., executive, management, individual contributors
Willingly shares relevant technical and/or industry knowledge and expertise to other resources
Excellent analytical, decision-making, problem-solving, team, and time management skills
Ability to persuade and influence others on the best approach to take
Ability to estimate work effort for project sub-plans or small projects and ensure the project is successfully completed
Is resourceful and proactive in gathering information and sharing ideas
FIS JOB LEVEL DESCRIPTION
Advanced professional role. Highly-skilled with extensive proficiency. Develops large and/or complex solutions that require analysis and research. Works on multiple projects as a project leader or frequently as the subject matter expert. Works on projects/issues of medium to high complexity that require demonstrated knowledge across multiple technical areas and business segments. Coaches and mentors junior business systems analysts. Works under minimal supervision on complex projects. Wide latitude for independent judgment. Typically requires six or more years of demonstrated business systems analysis experience with at least one project as the business systems analyst lead on a “large” project, i.e., a project with duration of more than 6,000 hours or spanning more than 4 months.
Privacy Statement
FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the Online Privacy Notice.
Sourcing Model
Recruitment at FIS works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company."
Android & IOS Programmers,"Chennai, Tamil Nadu",TablyticsMR,None,"Candidates with more than 4+ years of Hands-on experience in Android / IOS Development. Should have worked in development ofconsumer facing Apps and handled large volumes of data and concurrent userbase.

You can also send your Profile to careers@tablyticsmr.com with appropriate cover in letter clearly mentioning the role applied for."
Java Developer,"Hyderabad, Telangana",Agama IT Biz Solutions Savitr Technologies,"₹20,000 - ₹50,000 a month","Back-end JAVA / SCALA Developer
Java – 3 + Years of Experience
*
Scala – Optional – ( 6-12 Months of Experience)
*
Play Framework or Spring Framework – 1+ Year of Experience
*
Streaming Frameworks - Kafka, Spark, RabbitMQ
*
Building JSON, Restful API’s , Command Line GIT Experience required
Looking for Professionals who can join IMMEDIATELY
*
Lagom Framework – Optional
Job Type: Contract
Salary: ₹20,000.00 - ₹50,000.00 per month
Experience:
total work: 1 year (Preferred)
JSP: 1 year (Preferred)
java: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Java SE 7 Programmer (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Unity Game Programmer,"Pune, Maharashtra",freshermart,None,"Summary of Position:
– An ideal candidate must have experience in Unity 3D programming, should be passionate to create game experiences on multiple genres
Job Description:
As a Game Programmer you will:
– Design and write the clean code that runs and controls the game which will run on iOS & Android devices.
– Design, architect and document technical designs for Gameplay systems.
– Work closely, ensure good communication & coordination between the programming and other parts of the team (art, level design, design, production, QA engineers)
– Collaborate with Production to coordinate task lists to ensure assignments are progressing as expected according to schedules, milestones and overall project goals.
– Identify and review task risks, recommend and help implement mitigation and contingencies.
– Be involved in the design process, offering advice & information from a technical perspective.
– Liaise with QA and compatibility departments & aid in testing plan.
We’re looking for someone who has:
– Relevant years in Unity and 3D game development experience (using C#).
– Experience developing for mobile platforms – iOS and Android
– Avid gamer with a passion for creating top-quality games
– General knowledge and understanding of Unity’s systems related to gameplay, including AI, camera, input controls, and physics.
– Ability to produce clean, easy to follow code.
– Should be a team player with never give up attitude
– Strong technical documentation skills
Job Location: Pune
Experience (Years): 2-6 Years"
Software Developer Drupal,"Chennai, Tamil Nadu",Winvest Technology Consultancy Services Private Li...,None,"Experienced Application Programmer with hands- on experience on Drupal 7/ 8 codeignitor/ kohana/ cakephp/ laravel. Immediate Joinees. .

1.00-5.00 Years"
Embedded Programmer –Ernakulam –South- (JOB CODE 050516L),India,V4U JOBS HR CONSULTANTS,None,"Job Title Embedded Programmer –Ernakulam –South- (JOB CODE 050516L) Sex Both Experience Required Fresher / Experienced candidates with knowledge in Microchip PIC programming is required, Responsible for developing the embedded software using micro controllers, PCB designing, designing new modules,... Continue Reading →"
Java Programmers,"Kanpur, Uttar Pradesh",ZOT Technology,None,"We are looking to bring on a Java Programmer to join our team. The ideal Desired Candidate Profile Possess B. Tech/MCA/MSc computers with minimum 2+ Yrs experience as a Java Developer.

Demonstrated programming with Java, Knowledge of Java Frameworks (Spring,Hibernate,Ibatis,JSF etc.)Knowledge of Servlet & JSP is required,Object Oriented Design, and Java Application Servers such as WebLogic or WebSphere,and relational databases such as Oracle or DB2. Familiarity with unit testing,Experience in developing high-load,scalable applications."
Web Developer,"Vadodara, Gujarat",GAURAJ INFOTECH PRIVATE LIMITED,"₹25,000 - ₹35,000 a month","CodeIgnitor php, Cake php, Android Studio Java, iOS Native Swift programmer.
Experience: 3-5 years
Expected Start Date: 1/7/2020
Job Types: Full-time, Contract, Walk-In
Salary: ₹25,000.00 - ₹35,000.00 per month
Experience:
CSS/CSS3: 2 years (Preferred)
work: 5 years (Preferred)
total work: 3 years (Preferred)
Education:
Master's (Preferred)
Programming Languages needed:
CSS (Required)
JavaScript (Required)
Java (Required)
PHP (Required)
Swift (Required)
HTML (Required)
Work Remotely:
Yes"
Dot Net Programmer,"Thiruvananthapuram, Kerala",Timesworld Media and Technology Solutions Pvt Ltd,None,"Dot Net Programmer
Posted on:
05/07/2020
Closing on:
20/07/2020
Contact email:
careers@timesworld.com
Roles and responsibilities :
Brief description :
Experienced Dot Net Programmer

Should be able to write functional code with a sharp eye for spotting defects. Should be a team player and excellent communicator. Work with internal teams to design, develop and maintain software.

Key responsibilities:
Participate in requirements analysis
Collaborate with internal teams to produce software design and architecture
Write clean, scalable code using .NET programming languages
Test and deploy applications and systems
Revise, update, refactor and debug code
Improve existing software
Develop documentation throughout the software development life cycle (SDLC)
Serve as an expert on applications and provide technical support

Required skills
Preferred skills
Proven experience as a .NET Developer or Application Developer (min 5 years)
Familiarity with the ASP.NET framework, SQL Server and design/architectural patterns (e.g. Model-View-Controller (MVC))
Knowledge of at least one of the .NET languages (e.g. C#, Visual Basic .NET) and HTML5/CSS3
Familiarity with architecture styles/APIs (REST, RPC)
Understanding of Agile methodologies
Attention to detail
B. Tech. in Computer Science, Engineering or a related field
Knowledge in cognitive technologies is an added advantage

Please apply ONLINE ONLY.
Use this link for online application:
https://www.timesworld.com/careers/senior-dot-net-programmer
Experience description
Walk in date & time
Walk in venue"
Senior PHP Software Developer,"Noida, Uttar Pradesh",Deal4loans,None,"Location:Noida, Uttar Pradesh, India
Looking for a senior level developer to be part of a highly collaborative, quality focused, Agile team. You be solving difficult problems and helping to architect and build maintainable applications. You should be comfortable working in a fast-paced, flexible environment where communication is essential. Also, you should have the ability to find the optimal way to implement requirements in a clean, elegant and object-oriented way. This is a challenging position and is not suitable for a novice or an entry-level programmer. You will be
Writing elegant, reusable, maintainable and testable code
Writing unit tests
Performing peer code reviews utilizing established team standards
Part of an Agile team and contribute in daily stand-ups
Team oriented
Comfortable leading discussions and cross-training other team members
What kind of person are we looking for:
BE / B.Tech (Engineering) / MS / MCA (Specialization in Computer Science)
5+ years' experience developing web applications and deep understanding of modern PHP standards
Proficiency with multiple PHP Frameworks
Proficiency designing and building APIs
Writing and consuming RESTful Web Services
Solid understanding of PHP, JavaScript, HTML5, MVC, and
Strong development skills in core PHP and MySQL
Clear understanding of Object Oriented Programming Concepts
Expertise in JQuery, Ajax, prototype building and UI development
Clear understanding of product development environment and methodologies like agile
Thorough knowledge of web technologies
Should able to develop large web systems
Familiarity with software design patterns
Experience in any frameworks like Zend, CodeIgniter, Symfony, CakePHP etc.
MySQL and NoSQL databases
Strong SQL skills in writing, optimizing and debugging complex queries
Excellent Knowledge of database technologies and SQL Optimization
Database Analysis and Optimization skills
Experience using IDEs and debuggers
Unit testing experience with PHP Unit
Very good communication skills - oral and written
Compensation
Compensation will be competitive, in line with best in the industry
Opportunity to impact people's lives and be a change agent in the banking services"
Senior Programmer Analyst .NET (Web),"Chennai, Tamil Nadu",SCIO Health Analytics,None,"Hands on experience as a .Net Developer.
Experience in building Intranet web applications end to end.
Hands on experience in .Net Framework 3.5 & above, C#, ASP.Net, MVC 2/3/4/5
Hands on experience in Web Services and WCF.
Knowledge in creating tables, writing optimized queries, usage of SQL objects using SQL Server 2008 R2 or above is MUST.
Experience in using any of the Distributed Version Control System (Mercurial, Git, etc)
Experience in usage of JQuery and/or any other JavaScript libraries.
Logical thinking and problem solving should be his/her core quality
As senior developer, need to develop application, fix bugs and suggest technical solutions following the design and coding standards.
Own the technical deliverable end to end
Able to write technical approach and low level document.
Able to estimate, plan for self and ensure it is followed.
Strong OOPS understanding and application of OOPs concept.
Work with the technical leads to design and build scalable feature /functionality.
Adherence to best practices and Quality requirements of the product.
Ability to work on multiple projects.
Quick learner with ability to understand SCIO products functionality end to end.
Conduct all job functions and responsibilities in accordance with all company Compliance, Information Security and Regulatory policies, procedures and programs."
PHP Developer,"Chandigarh, Chandigarh",QualiteSoft,None,"A self-motivated programmer with well versed hands in developing Web API’s and services for iOS and Android.

Experience: 3-5 Years
Location: Chandigarh

You’ll be responsible for:
Developing Web API’s and services for iOS and Android.
Building efficient, testable, and reusable PHP modules
Solving complex performance problems and architectural challenges
Integration of data storage solutions {{may include databases, key-value stores, blob stores, etc.}}
Development of all server-side logic, definition and maintenance of the central database
You must’ve the skills as:
Solid understanding of JQuery, AJAX, HTML, Javascript
Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Familiarity with limitations of PHP as a platform and its workarounds
Creating database schemas that represent and support business processes
Sound Knowledge of Git/SVN
Understanding of MVC design patterns
Familiarity with SQL/NoSQL databases and their declarative query languages
Have the talent? Contact us today!"
