Title,Location,Company,Salary,Description
Cloud Administrator ( Gur..,India,Job Mirror Consultancy,"₹3,00,000 - ₹8,00,000 a year","Job Description
Administers current and future cloud-based applications including Software as a Service
(SaaS) solutions. Provides assistance in the operation and maintenance of systems hardware
and software and related infrastructure.Ideal candidate should have an enthusiasm for new technologies and have a desire to
understand and develop expertise in cloud systems, platforms and applications.
Principal Responsibilities:
1. Install, configure, integrate and manage cloud infrastructure, including but not limited to
following environments - Microsoft Office 365, AWS, Azure.
2. Troubleshoot and resolve technical issues both autonomously and with the help of
technical support offered by Cloud Vendors and team members as necessary.
3. Perform daily operational procedures such as backups, patch updates, security
monitoring, log review, system health review.
4. Install, manage, maintain, and upgrade systems and applications as required for
enhanced functionality, operation and security.
5. Maintain user accounts and security for enterprise cloud and on premise systems.
6. Resolve work order tickets escalated by helpdesk and close tickets on time.
7. Work with end users as needed. Communicate effectively and provide an excellent user
experience.
8. Perform any other related duties as assigned by the Senior System Administrator as
needed.
Qualification Requirements
Principal Background Requirements:
1. Associates or Bachelors of Science Degree required.
2. 2-5 years of experience with I.T. systems.
3. Must have knowledge of the following:
a. Microsoft Office 365 Email system
b. Microsoft Office productivity suite – Word, Excel, PowerPoint, Outlook
c. VMware
d. Backup solutions
e. Internet technologies such as DNS, DHCP, SSL, Encryption
4. Must be a quick learner and willing to adapt to changes in technology field.
5. Must have analytical and good communication skills.
6. May be requested to work during weekends and/or holidays as needed.
Location : Gurgoan
Experience : 2 - 10 Years
Salary Range : 3 to 8 Lakhs
One of the Leading IT Company based at Gurgoan"
Linux Server System Administrator -L2,"Bengaluru, Karnataka",IDC Technologies Solutions India Private Limited,None,"Greeting Of the day

Looking for Linux Server System Administrator (L2) with CMMI Level 5 Client for Gurgaon, who can start immediately and confortable to work on pay roll of â€œIDC technologiesâ€

Role: Linux Server System Administrator (L2)
Exp: 3 Years to 5 Years
Location: Gurgaon
Education: 15 Years of Regular Education with 50% Academic
Notice: Immediate Joiner
GAP: Over all Gap has to be 1.5 years

Skill
â€¢Linux Server OS management, Installation, Migration, support & administration
â€¢NFS, SAMBA installation, configuration and troubleshooting and Configuring the bash shell.
â€¢Configuring & Remote Accessing through SSH (SSH Password less authentication).
â€¢File System administration and management like monitoring various logs, file system s etc.
â€¢Monitored various tools/ alerts and responded with defined SLA for Service Support like: Incident Management, Problem Management, and Change Management.
â€¢Configuring and managing logical volume management (LVM).
â€¢Backup and Recovery, Performance Monitoring, Debugging OS failures.
â€¢Monitoring Virtual memory, adding additional swap space as needed.
â€¢Processes administration and management like monitoring, start/stop/kill various processes/sub process.
â€¢User account management creation, deletion and assigning permission.
â€¢Firewall configuration to secure our Network.
â€¢Trouble shooting the Linux machines problem.
â€¢Good written and verbal skills, fluent English
If Interested, Kindly share your Cv

Total Exp:Linux administrator Exp:L1/L2 Exp:CTC:Expt CTC:Current company:Notice period:Date of Birth:Pan Card:Current Location:Open to work on â€œIDC Technologyâ€ Payroll:Academic Percentage (10+2+3/4):Education Gap(If Any):Career Gap (If Any):
Thanks & Regards
Sudhir Kumar
Account Manager
IDC Technologies Sol. (I) Pvt. Ltd.
C-18,Sector - 67 | NOIDA, UP - 201301
Landline: +91 120-6350000-Ext -3105
Email: sudhir.k@idctechnologies.com / www.idctechnologies.com

4.00-7.00 Years"
Technical Manager – Network Management System,"Mumbai, Maharashtra",NTT Global Networks,None,"Responsibilities:
Talent Leadership: Influence highly experienced technologists (engineers, data analysts, database administrators and automation engineers), creating successful plans to deliver solutions to the business.
Manage the vendor/contingent workforce and ensure adherence to delivery targets, budgetary targets and process guidelines.
Collaborate with peer business managers and the technology hierarchy to develop a high performance team culture and capabilities by managing talent closely
Technology Delivery Accountability: Participate with other technology and business leaders to translate strategic plans and goals into tactical plans and objectives. Ensure objectives are effectively achieved.
Be a thought leader and hands on implementer of Agile based delivery methodologies that enable the successful, predictable and value added delivery of projects, programs and processes. Ensure budgets and schedules commitments are met. Lead continuous improvement efforts to improve process and other efficiencies.
Consolidate and create innovative ways to capture and present Program and Project status.
Architectural and Design Guidance and Influence: Participate in and provide strategic and architectural guidance and influence the development and realization of a technology vision to modernize our legacy systems.
Collaborate with Technology Leads, System Architects and business teams to guide and influence the development of technology solutions that meet business needs.
Explore and adopt emerging technologies and new ways of working where outdated or inefficient processes or tools exist.
Leverage appropriate technologies, including emerging technologies like Machine Learning, NLP & AI to enable the highest levels of automation within our processes.
Required Skills:
Bachelor’s degree in Computer Science, Information Technology or related technical discipline, MS degree preferred
7+ years of Software Engineering experience
3+ years of experience implementing and working with Artificial Intelligence
3+ years of experience managing engineering teams
Expertise with Java, Python or both is required. Other languages, in addition, are desirable.
Experience with Python packages like pandas, scikit-learn, TensorFlow, NumPy, NLTK is a plus
Experience with DevOps tools (e.g. Splunk, Git, UDeploy, Jenkins, Control-M)
Experience with Agile methodology
Experience with back-end XML, relational and file-based databases (e.g. SQL, Postgres, Redshift, Netezza, HDFS)
Experience with the Hadoop stack (MapReduce, Pig, Hive, NiFi, Spark,)
Experience with at least one statistical modeling language (e.g. R, MATLAB, Python)
Familiarity with common data cleaning techniques
Familiarity with automation tools such as Puppet or Chef
Familiarity with data visualization (e.g. Tableau, Shiny, d3)
Familiarity with statistical software, linear algebra and optimization"
T24 Technical Consultant,"Bengaluru, Karnataka",Optiminds,None,"Design and Develop products in the Retail and Lending Product Lines in T24 using AA.
Creation of functional and technical specifications in line with business requirements.
Provision of support services in accordance with agreed SLAs.
Monitor and investigate systems issues.
Support releases in accordance with development life cycle.
Identify and proactively communicate problems and recommend solutions.
Co-ordinate with system administrators during implementations."
Network Administrator,"Hyderabad, Telangana",Apps Associates,None,"JOB DESCRIPTION:
Role: Network Administrator
Location : Hyderabad
Role : Permanent
Experience: 6-8 Years
Note: Flexible to work in rotational shifts
Role:
1. Technical Exposure
a. Firewall skills (Palo Alto, Fortigate, Cisco ASA) is must. Checkpoint and Meraki is secondary, however available skills is preferred.
i. Configuring of IPSEC Tunnels
ii. Configuring of DMVPN.
iii. Configuring of Firewall Policies.
iv. Configuring of NAT Policies.
b. IDS/IPS skills is must with practical hands-on.
c. Practical Hand-On experience on QOS and Application Control appliances/software.
d. Exposure to Routing and Switching Technologies, as he/she has might have to address or troubleshoot such problems.
i. Understanding of routing protocols like OSPF, EIGRP, BGP. Also able to configure these routing protocol on firewalls.
ii. Understanding of switching protocols like STP, VLAN, Port-Channel.
iii. Understanding of IPSLA & Route Map
2. AWS hands-on experience. Minimum level of cloud practitioner. Exposure on OCI would be added merit.
3. With above skills, candidate should have minimum of 6 years of experience. Availability of Certifications would be preferred. IT Graduate.
4. Team/Organisation Contribution
a. Should be able to demonstrate or prepare network plans for enterprises.
b. Should be open to contribute in client relate project/tasks.
5. Able to impart training on CCNA Topics and Firewall Topics.
6. Other technologies -
1. Basic knowledge of operating systems like Linux, Unix, Windows 7, Windows server 2003/2008.
2. Basic Knowledge of Windows Active directory Services, RADIUS, LDAP.
3. Ability to find technology workarounds to issues that can be resolved in a timely fashion
Please feel free to visit our website www.appsassociates.com to learn more.
Job Type: Full-time
Experience:
work: 1 year (Preferred)
total work: 6 years (Required)
Network Administration: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Senior Advance Systems Administrator (ASA+\ L2+),"Chandigarh, Chandigarh",Bloom Consulting Services,None,"Location : Chandigarh, Noida
Excellent Communication Skills
Excellent Desktop, server and network troubleshooting skills
Minimum 4 year experience in international end user technical support (desktop support) environment
Minimum 4 year experience in Level 2 technical support in two of the following technologies.
Active Directory
Office 365
WINTEL (Server Setup, Patching, Provisioning, Maintenance, Performance Tuning, Operating System & Connectivity Troubleshooting)
Virtualization \ Cloud - VMWare or Hyper-V or Citrix or Azure or AWS
Firewalls (SonicWall, Cisco etc.) and Routing & Switching
Disaster Recovery and Server Backup Applications (Veritas, Datto, Acronis etc.)
Minimum 2 year of experience in managing service desk teams
Service desk team’s daily activities: technical escalations, utilization, attendance etc.
Managing performance, professional development and career development plans

What You Need for this Position
You should have knowledge of:
Firewalls
Veritas
Datto
Acronis
Virtualization \ Cloud - VMWare or Hyper-V or Citrix or Azure or AWS
Aditional
No. of Positions
Education level
Career level
Experienced"
Salesforce Admin,Delhi,Jacobs,None,"Salesforce Administrator
Summary
As the Salesforce Administrator, you will offer global Talent Management technology solutions aligned to the broader HR strategy to optimize HR effectiveness and efficiency.
We need your system administration experience, strategic thinking of the “big picture,” and ability to take ideas from vision to execution to help optimize our global HR organization! In this role, you will deliver HR technology solutions focused on talent management, support change management efforts internally and externally, and partner with a high performing team of professionals.
If you are great at building relationships in the organization, have stellar system administration skills, and can take a strong leadership role in implementing and maintaining Salesforce technology to support organizational objectives and business success, then you are the person we are looking for.
Essential Duties and Responsibilities
Function as the Salesforce platform subject matter expert to design and deliver an intuitive, positive, and scalable user experience.
Serve as the liaison to global functional teams to translate business needs into technical requirements; l ead technical aspects of project and solution delivery with a global mindset.
Participate in governance model for enhancement feasibility, prioritization, requirements, and change management.
Monitor usage and adoption of HR tools to identify training needs, system enhancements, and continuous process improvement activities.
Configure and support talent management requirements in the Salesforce platform
Develop and document administration procedures and system configurations
Partner with other teams including Learning & Talent Management and IT system administrators to successfully and efficiently maintain the global platform
Prepare all deliverables that are technology related
Partner with Solutions Leads to develop and execute training plans for subject matter experts and end users
Participate in Salesforce community to identify and share best practices and creative solutions to support business needs
Minimum Requirements
Bachelor’s degree in Business or related field and 3 – 5 years progressive experience in HR information systems; equivalent combination of education and experience may be substituted.
Proven experience as a key technical resource leading the development of solutions in client environments
Willingness to flex schedule to accommodate working in various time zones across the globe.
Preferred Qualifications
Certification in Salesforce Administration
Proven ability to think strategically, work collaboratively, and balance multiple competing priorities.
Exceptional verbal and written communications skills including cross-cultural awareness, sensitivity in communication, and skill in establishing and maintaining effective working relationships."
Desktop Support Engineer,"Indore, Madhya Pradesh",Primus Placement Services,"₹1,25,000 - ₹2,00,000 a year","Handling daily technical support on desktop,data network,voice network and server management Maintain computer peripheral devices like printers, scanners and to resolve associated problems Working experience on Laser Printers,Tonner refilling and DMP Ribbon change Setup Desktop Computers and test network connections Setup Computers and install software for various applications and progammes.
Desired Experience: Minimum 3 years in Desktop support
Job Type: Full-time
Salary: ₹125,000.00 to ₹200,000.00 /year
Experience:
Desktop Support: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)"
Linux Administrator,"Hyderabad, Telangana",Vedya Info Solutions,None,"We are looking for a Linux administrator who will be responsible for designing, implementing, and monitoring the infrastructure; also, to collaborate with other team members to develop automation strategies and deployment processes. You will become an integral part of the team, making every problem of the platform a problem of your own, and solving them accordingly.
Responsibilities
Help tune performance and ensure high availability of infrastructure
Design and develop infrastructure monitoring and reporting tools
Develop and maintain configuration management solutions
Develop test automation frameworks in collaboration with rest of the team
Create tools to help teams make the most out of the available infrastructure
Deploying, managing, and operating scalable, highly available, and fault tolerant systems on AWS
Migrating an existing on-premises application to AWS and to Other Locations
Implementing and controlling the flow of data to and from AWS
Selecting the appropriate AWS service based on compute, data, or security requirements
Identifying appropriate use of AWS operational best practices
Estimating AWS usage costs and identifying operational cost control mechanisms

Skills
Experience with Linux servers in virtualized environments
Familiarity with the fundamentals of Linux scripting languages
Experience installing, configuring, and maintaining services such as Bind, Apache, MySQL, nginx, MongoDB etc.
Strong grasp on configuration management tools, such as Puppet and Chef
Familiarity with load balancing, firewalls, etc.
Proficient with network tools such as iptables, Linux IPVS, HAProxy, etc.
Experience with virtualization technologies, such as Xen
Ability to build and monitor services on production servers
Knowledge of servers and switches"
Hiring for D365 AX Administrator/Infrastructure Consultant,"Pune, Maharashtra",Talent Anywhere,None,"SKILLS REQUIRED
Recent and demonstrable experience with one or more cloud providers (Azure, AWS)
Experience in architecting and enabling cloud infrastructure-as-a-service solutions
Certified in Azure, Dynamics D365. AZ103 and AZ104 Microsoft Certification would be considered as an asset
Experience as system administrator and Server Administrator
Previous experience using Cloud Solution Provider (CSP) portal from Microsoft;
Solid understanding of network architecture, security, network protocols, software-defined networking
Experience with one of or both Microsoft Dynamics AX, Microsoft Dynamics 365
Experience with shell scripting languages is preferred
Experience in architecting and enabling cloud infrastructure-as-a-service solutions
Proficiency with infrastructure as code provisioning (using scripting or tools)
Experience with software deployment concepts and source control (dev, test, staging, prod)
Experience managing Microsoft Windows desktop and server environments using different tools
Proficiency with SQL Server supporting related to supporting Dynamics AX
Superb written and verbal communication skills are a must along with experience working within enterprise environments
RESPONSIBILITIES
Lead requirements gathering sessions to understand a customer’s unique infrastructure requirements for Dynamics 365 Finance and Operations
Handle infrastructure requirements for Dynamics 365 Finance and Operations
Providing infrastructure requirements to support customer solutions on Azure or Dynamics 365 platforms
Provide consulting expertise and recommendations using best practices to clients to support new solutions
Participate in project/solution estimation and planning to support Project Managers and Service 2 Delivery Managers;
Respond to customer concerns as an integral part of project teams as required
Ability to self-start in a complex and diverse technical environment
Comfortable with collaboration, open communication and proactively reaching out to cross-functional teams and customers.
Job Type: Full-time"
Urgent For Desktop Support Engineer,"Pune, Maharashtra",seven mentor,"₹1,50,000 - ₹2,00,000 a year","Hello,
Greetings from Seven Mentor Pvt Ltd…!!!
Kindly find the below job description for “Desktop Support Engineer“.
Job Description:-
Designation: Desktop Support Engineer
Looking for a good candidate for Desktop Support Engineer
Experience: – 6 Months- 1 Year
Salary – 1.5 to 2 LPA
Location – Pune
Important Condition For DSE: Person should have his own vehicle with driving license. (Field Work)Job Description for Desktop Support Engineer:-
Candidate must have good knowledge about following:
Trouble shooting all the issues related to Hardware, Networking & Software on Windows platform.
Installation, Troubleshooting of Windows XP, Windows-7, Windows Vista, Windows 8, 8.1, Windows 10 , and other software on client machine.
Updating systems with daily latest Microsoft patches time to time.
Installation of general applications like MS Office, Microsoft Project, Visual Studio.
Configuring and troubleshooting Outlook Express, MS Outlook,2007, MS Outlook 2010 & MS Outlook 2013
Setting up of Wireless on Laptop.
Configure wireless router.
Providing total technical solution for corporate users.
Troubleshooting the Laptop & Desktop problems using remote access service like Team Viewer, Ammyy Admin, and Remote Desktop Connection.
Configuring and managing different types of network printers, scanners.
Providing Laptop & Desktop support for various Applications and Software’s (AutoCAD 2014, Sap, oracle & Basic software) to users on Windows 2000, Windows XP, Windows7, and Windows Vista & Windows 8.
Resolving problems related to LAN connectivity.
Managing Networks Setup – Crimping & Punching
Manage Video conferencing call through IP & ISDN lines.
Troubleshooting Dot-Matrix & LaserJet Printers
Printer installing and sharing, troubleshooting printer related problem.

For more information contact us.
Rashmi Kumari
7507353934
Email –rkumari@sevenmentor.com"
Desktop Support Engineer,"Mumbai, Maharashtra",Mclene Soft Solutions,None,"Installing,diagnosing,maintaining and upgrading all hardware and equipment.
Diagnose and quickly resolve a wide range of Windows applications and networking problems to help minimize downtime."
Associate Design Engineer - Controls System,"Gurgaon, Haryana",Taurus Contractors,None,"Functional Area
Engineering & Design

Experience
2.00 to 6.00 years

Education
B.Tech

Job Location
Gurgaon

Job Open Date
03-Jul-2018

Job Description
NA


Junior developer

Chennai

4.00 to 6.00years



Senior developer

Chennai

8.00 to 10.00years



Rig Administrator

Mumbai

4.00 to 5.00years



DCS / IT Engineer

Kakinda

15.00 to 18.00years



Senior Marine Engineer

Banglore

10.00 to 20.00years



Rotary & Package engineer

Baroda

5.00 to 7.00years






Jobs by divisions
Project Controls and Services
Operations Maintenance and Production
Health Safety Environment and Quality
Administration, Legal and Finance
Engineering & Design
Contracts, Logistics and Procurement
Exploration, Drilling and Marine
Construction, Completion and Commissioning

Copyright © 2016 Taurus Contractors. - All Rights Reserved
Membership Affiliation -"
AWS SysOps Administrator,"Pune, Maharashtra",Screen Magic Mobile Media Pvt. Ltd.,None,"Company Overview
Screen Magic Mobile Media is Pune based software product company having Offices in USA & Delhi, India.
Screen Magic has around 120+ employees which consists Software Developers, QA, Sales Marketing & Customer Success.
SMS-Magic is the leading text messaging platform for businesses. For over a decade we’ve been helping companies better connect with their customers and because of our expertise, we are the most recommended text messaging application on the Salesforce AppExchange platform.
Our goal is simple: Deliver the most powerful text messaging for businesses, packaged in the simplest way possible for users of all types.
Over the years, we’ve worked with global customers across many industries including contact centers, financial services, higher education, retail, staffing, wellness and more. Our customers range from small and mid-size businesses to large enterprises.
Our commitment to each and every customer is this: We will continue to deliver the most advanced, simple-to-use messaging application available so that you can focus on delivering the personal touch that sets you apart from your competition.
Job Summary

The position requires a seasoned professional with a strong experience in architecting & configuration of Amazon AWS based cloud setup. It will be based out of Pune
Responsibilities and Duties
Manage the AWS infrastructure which includes setting up new EC2, S3, EBS, RDS, Redshift as per requirements
Manage the AWS costs - suggesting right EC2 images as per load, introduce AWS cost reduction practices.
Actively contribute to automate the build (ant/maven) and deployment process automation through CI/CD pipeline (Gitlab, Jenkins, SonarQube, Docker containers). Prior experience in developing and implementing DevOps Automation Solutions is must.
Manage Logging/Alerting stack which includes ELK, Datadog, Sensu etc to enable checks for proactive alerting of sites and api.
Conduct Monthly maintenance window and Keep systems updated with latest security updates.
Qualifications and Skills
Overall 5+ years’ experience as a Systems/Platform Engineer or (equivalent), 3+ years of prior experience as a DevOps Engineer for medium to large scale public cloud deployment (preferred AWS).
Extensive Knowledge & practical experience of Amazon AWS.
Well experienced in systems management esp. using ansible.
Comfortable in Bash/Python/Groovy or any scripting language.
Proficiency in deploying and maintaining Cloud-based infrastructure services (AWS, GCP, Azure - good hands-on experience in at least one of them).
Familiarity in designing and architecting secure applications in the public cloud.
Strong knowledge of common AWS services like RDS, Redshift, VPC, Cloudformation, Cloudwatch, ALB, S3, EC2 and IAM (User, Roles and Policies).
Good working knowledge and troubleshooting skills on Linux Operating System and web servers (Apache/Nginx).
Must be well aware of overall security aspects (mainly Infrastructure and Application stack) and encourage Dev teams for secure code practices.
Contribute effectively towards researching and implementing DevOps tools, deployment & monitoring tools fitting the product ecosystem to enable robust automation and seamless operations of the system.
Strong desire to explore, evaluate and understand new technologies

Certification :
AWS Certified SysOps Administrator

Powered by JazzHR"
Application Support Engineer 4 - Salesforce,"Pune, Maharashtra",MINDBODY,None,"Connecting the world to wellness

MINDBODY emerged from the simple idea that small business owners deserve the time to focus on what matters most: their customers. Our software has transformed that vision into the world's leading wellness services marketplace, linking hundreds of thousands of passionate health, wellness and beauty professionals to the millions of clients they serve.

MINDBODY is a cloud-based business management software company for the wellness services industry.
We serve about 35 million consumers located in 130 countries & territories.
At MINDBODY, work-life balance takes on a new meaning for us. When your life goals & values align with the work you do every day, balance is second nature.

We help inspired business owners seamlessly succeed & individuals all over the globe lead healthier, happier lives with our technology.

Company Overview - https://company.mindbodyonline.com/
Follow our careers page here - https://mindbodyonline.com/careers
JOB SUMMARY –
MINDBODY’s IT Business Systems team is seeking an experienced Business Systems Analyst IV. This is a full-time position in IT Business Systems, which partners with internal business teams such as Sales, Customer Service, Marketing, Human Resources, and Finance/Accounting.
You must possess expert knowledge of Salesforce.com, Sales, Finance, Customer Service, and Marketing processes and procedures as well as vast experience with SaaS platforms and customer relationship management.
You must possess a broad background in information technology, a practical understanding of how businesses work, as well excellent problem-solving, analytical, interpersonal, and communication skills.

PRINCIPAL DUTIES AND RESPONSIBILITIES:
Work towards becoming a Salesforce Certified Administrator (if not already).
Work towards becoming a Gainsight Certified Administrator (if not already).
Participate in the Change Management process.
Maintain and update users, roles and profiles, passwords, security settings, sharing rules, etc.
Configure various applications to meet business requirements.
Create custom report types, reports, and dashboards.
Participate in user requirement sessions and document user requirements to address changing business needs.
Collaborate with the BSA2, BSA3, Team Lead, and BS Manager to assist in implementing any new tools, processes, etc.
Create Test Scripts for new features or functionality.
Thoroughly test new features and functionality developed by other BSA team members.
Perform mass updates to data using various tools.
Should be self-driven, good communicator and a team player.
Partner with the various departments to define and document process, strive for operational excellence and translate business problems to solutions.
Develop and provide training to a variety of user audiences that have a variety of technical skill levels.
Manage multiple small to medium-scope projects, including requirements gathering, developing work breakdowns and project plans, track task status, and escalate as needed to keep projects on schedule.
Define and document processes, capture functional requirements and create process flows.
You are able to quickly learn new technologies, find creative solutions to a wide variety of problems, and communicate effectively to both technical and non-technical audiences.

QUALIFICATIONS AND REQUIREMENTS:
Bachelor’s Degree required. MIS or related field preferred.
7+ years’ experience with Salesforce.com administration, including advanced customization and configuration, familiarity with Apex, and process documentation.
Salesforce.com Admin Certification required.
Salesforce.com Advanced Admin Certification or Developer Certification required.
Experience with “The Big Four” accounting/auditing firms a must.
Experience with SOX, HIPAA, PCI, GPDR, CCPA compliance requirements a must.
Strong understanding of business units (Sales, Customer Service, etc.) and their processes.
Excellent oral and written communication/documentation skills.
Excellent understanding of IT business processes.
Sales Cloud, Service Cloud, Marketing Cloud, Community Cloud, CPQ, Heroku, Mulesoft experience is highly desirable.
Excellent understanding of current integrations a plus: Netsuite, Aria, Zuora, Marketo, DocuSign, Gainsight, SpringCM, NC Squared, Outreach, TextUs, ZoomInfo, FinancialForce, etc.
Proven track record in driving results; ability to coordinate and prioritize concurrent activities within deadline-driven climate.
Lightning implementation and administration experience preferred.
Familiarity with custom API integrations & troubleshooting.
Ability to work independently and in collaborative teams.
Shows tenacity in resolving technical problems and attaining business objectives.
Experience integrating tech stacks due to M&A activity.

SCOPE OF SUPERVISION/AUTHORITY:
Duties for this position are performed under limited supervision
You will be responsible for planning and organizing their own work, which may or may not be directly related to general business operations of the company or its customers
You will receive training and guidance from manager as needed
Individual contributors may be required to regularly exercise discretion and independent judgment with respect to matters of significance depending on the nature of the position
There is no direct management responsibility for the position

WORK ENVIRONMENT AND PHYSICAL DEMANDS:
You will need dexterity of hands and fingers to operate a computer keyboard
This position is mostly stationary and will be required to remain stationary for extended periods of time
Specific vision abilities required by this position include close vision, color vision, and the ability to adjust focus
The noise level in the work environment is usually moderately quiet"
Senior SharePoint Administrator,India,Equiniti,None,"Objective
This role involves managing Equiniti’s SharePoint infrastructure and ensuring the up time of applications running on this infrastructure. It also involves working with the wider support teams when resolving incidents related to SharePoint applications.
Key Responsibilities
Installing, configuring and managing SharePoint Farms.
Incident resolution.
Providing advice and support to SharePoint development teams working on projects/support issues.
Playing a key role working with Enterprise Architects in designing SharePoint-based intranet and internet facing applications.
Optimizing/Fine tuning the performance of SharePoint applications.
Designing SharePoint based solutions along with Enterprise Architects.
Debugging and resolving escalated technical calls within the agreed/stipulated SLA
Undertaking Knowledge transfer from peers or clients during transition related to Level 3 Support
Preparing and updating Documentation as applicable
Managing the work within the agreed KPI/SLA as applicable.
Should be working in UK business hours and be available for support during out of business hours, on weekends and holidays.
Qualification & Skills
Mandatory:
Appropriate years of experience in managing SharePoint farms for large enterprises.
Solid understanding of SharePoint 2010/2013/2016 Architecture.
Advanced/Expert knowledge on
Installing, configuring, managing and upgrading a SharePoint 2010/2013/2016 Server or Farm.
Configuring services that include Search, Metadata, etc.
Event Receivers, Timer Jobs
Powershell scripting
Security, Troubleshooting and Event Log Administration.
IIS, Active Directory and Email Configurations.
Workflows, Content DBs, Content types, BCS
SharePoint Central Administration, STSADM Command Line tool, Import/Export and Backup/Restore Tasks and Powershell Administration module.
Planning and implementation of migration
Desirable
Experience in designing using SharePoint Designer.
Knowledge of Microsoft .Net, C#, SharePoint Object Models
Knowledge of SQL Server
Exposure in interfacing SharePoint with external systems
ITIL V3 foundation certified
Relevant Microsoft Certifications"
Information Technology Manager - I,"Bengaluru, Karnataka",Arrow Electronics,None,"Position:
Information Technology Manager - I
Job Description:
Information Technology Manager I
IT Manager is defined as a position within the IT Infrastructure support of the organization, which is responsible for the daily support and maintenance of Arrow’s remote Datacenter infrastructure. As well, IT Manager is responsible for managing and administering a team of professionals working on all forms of UNIXs (RH and AIX),Cloud, Windows, Citrix and Storage Systems.
What You’ll Be Doing
Analyze and troubleshoot problems involving all the mentioned technologies and support production environments.
Responsible for supporting more than 5000 virtual and physical servers and more than 15 PB of data.
Responsible for rolling out new Production/Qual and Dev environments including pre and post jobs
Responsible for supporting Arrow’s various cloud and virtualization technologies like the Azure, VMware, IBM LPAR , VIO , Hypervisors, Citrix across multiple Datacenters in the US
Hands on experience on Server Platforms such as IBM and HP Servers and use of ILO, onboard administrator and HMC consoles
Responsible for managing backups and storage on virtualization and server side storage support.
Responsible for supporting Arrow’s critical ERP servers and ERP applications across all regions
Responsible for Hardening of the OS and environments
Responsible for managing Enterprise Backup environment
Hands on experience on Storage requirements for internal cloud and virtualized Platforms
Responsibilities include Migrations and Integration of existing and new environments
Provide support, working directly with the Applications Developers, users and Helpdesk.
Attend critical bridge calls and Engineering calls and escalation.
Interface with other groups within the organization during all phases of projects, from design through inception
Participate in the EPR go-live programs and war rooms
Implement scripting for automation and automate the Global data center activities with Chef, Satellite and Ansible etc
Support Arrow’s Disaster Activity exercise and support the DR side of the IT infrastructure including the VMware environment and the SRDF support.
Leading the monitoring efforts of daily system processes/tasks/utilization
What We Are Looking For
A Minimum of 14 years of hands-on experience in Red hat Linux, VMWare and IBM AIX . LPARs, Windows, Citrix and Middleware platforms in production environment (administration, configuration and troubleshooting)
Sound knowledge of Cloud computing and Azure
Sound knowledge of SAN and NAS
Ability to analyze performance issues and provide root cause using analysis logs and various tools.
Ability to analyze the capacity and performance requirements
Excellent verbal and written communication skills with client and team relationship/interaction skills
Experience in a large corporate environment would be an added advantage
About Arrow
Arrow Electronics, Inc. (NYSE: ARW), an award-winning Fortune 109 and one of Fortune Magazine’s Most Admired Companies. Arrow guides innovation forward for over 175,000 leading technology manufacturers and service providers. With 2019 sales of USD $29 billion, Arrow develops technology solutions that improve business and daily life. Our broad portfolio that spans the entire technology landscape helps customers create, make and manage forward-thinking products that make the benefits of technology accessible to as many people as possible. Learn more at www.arrow.com.
Our strategic direction of guiding innovation forward is expressed as Five Years Out, a way of thinking about the tangible future to bridge the gap between what's possible and the practical technologies to make it happen. Learn more at https://www.fiveyearsout.com/.
For more job opportunities, please visit https://careers.arrow.com/us/en.
Location:
Bangalore (GESC)
Time Type:
Full time
Job Category:
Information Technology"
