Title,Location,Company,Salary,Description
"iOS Developer for Pune, Hinjewadi office","Pune, Maharashtra",iT Gurus Software,"₹1,50,000 - ₹7,00,000 a year","iOS developer with upto 5 years experience

Experience in developing, enhancing and deploying mobile applications
Development using Swift
Experience with RESTful web services
Experience with SQLite, mobile frameworks & architectures
Website : https://www.itgurussoftware.com
Job Location : Pune
Years of Experience : 0 Yrs - 5 Yrs
Annual CTC : 150,000 - 700,000
Skills : Swift (Apple programming language), Swift, iOS
Venue : Ground floor, IT-06 building, Qubix Business Park, Neopro SEZ, Near Cognizant Sys, Rajiv Gandhi Infotech Park - Phase-I, Hinjewadi, 400065"
IOS Programmer,"Ahmedabad, Gujarat",Yugtia Technologies,None,"Having good knowledge of XCode, iOS SDK, Interface builders and Instruments. Cocoa touch and MVC design patterns, mobile security. Good knowledge of REST Services, Web APIs. Experience on web service integration (SOAP, REST, JSON, and XML). Strong OO design and programming skills. Good understanding of HTML5, JavaScript, jQuery and Ajax and knowledge of cross platform is added advantage."
iOS Programmer,"Thiruvananthapuram, Kerala",Vanilla Networks,None,"» Comprehensive knowledge of Objective C
» Substantial knowledge in iOS app development
» Expertise in Xcode, iOS SDK etc
» Expertise with pList
» Sound knowledge of Mac OS
» JSON/ XML knowledge
» Advantage to have StoreKit, MapKit, Cocoa Touch exposure

If you have both Android and iOS experience, please highlight it while applying
Thiruvananthapuram

General candidate profile
Candidates are expected to have excellent written English communication skills as they will need to directly interface with International clients. You need to be a good team-player while also having the ability to independently handle challenging projects. Professionalism and good work ethics will ensure steady career progress while building your leadership skills and technical abilities.
Interview process
Depending on the position you are applying for, you would have different interview stages. In general, when invited for an interview in our office, please be prepared to attend an online test involving technical, logical/reasoning and English communication questions. A technical interview and HR interview will follow. Designers will be required to attend a design test.
Candidates who have applied for current open positions will be contacted within seven working days from the interview date if they have qualified."
iOS Programmers with Objective-C & Swift experience,"Chennai, Tamil Nadu",CredibleSoft,None,"We are looking for iOS programmers with Objective-C and Swift technology experience who are smart, write intelligent code and can hit the ground running. We need programmers who can write clean iOS codes that are of the highest standard. You will be a part of a creative mobile application development team that is responsible for all aspects of the ongoing software development activities from the initial specification, through to developing, testing and deploying.
Location: Chennai
Experience Required: iOS programmers with 3-8 years of experience

Job Responsibilities
Your Full Name*
How did you hear about us?*
Email Address*
Your current location (city)*
Select Your Job Title*
.Net Programmer
iOS Programmer
Java Programmer
PHP Programmer
Test Analyst / Automation Engineer
Digital Marketing Manager
SEO Manager
SEM Manager
5 Reasons WHY We Should Hire You*
Upload Your CV (Résumé)*
(Note: Uploaded file should not exceed 10 MB.)
Like & Follow Us (for Profile verification)*
Like Us on Facebook
Follow Us on Twitter
Follow Us on LinkedIn

– Ability to follow detailed specification
– Write clean, light-weight code that is well optimized and can scale up easily
– Troubleshoot, test and maintain the core product software and database
– Contribute in all phases of the development life cycle
– Ability to learn and apply new technologies quickly
– Ability to create responsive (adaptive) web designs

.Net Programmer
iOS Programmer
Java Programmer
PHP Programmer
Test Analyst / Automation Engineer
Digital Marketing Manager
SEO Manager
SEM Manager"
iOS Programmers with Objective-C & Swift experience,"Chennai, Tamil Nadu",CredibleSoft,None,"We are looking for iOS programmers with Objective-C and Swift technology experience who are smart, write intelligent code and can hit the ground running. We need programmers who can write clean iOS codes that are of the highest standard. You will be a part of a creative mobile application development team that is responsible for all aspects of the ongoing software development activities from the initial specification, through to developing, testing and deploying.
Location: Chennai
Experience Required: iOS programmers with 3-8 years of experience

Job Responsibilities
Your Full Name*
How did you hear about us?*
Email Address*
Your current location (city)*
Select Your Job Title*
.Net Programmer
iOS Programmer
Java Programmer
PHP Programmer
Test Analyst / Automation Engineer
Digital Marketing Manager
SEO Manager
SEM Manager
5 Reasons WHY We Should Hire You*
Upload Your CV (Résumé)*
(Note: Uploaded file should not exceed 10 MB.)

– Ability to follow detailed specification
– Write clean, light-weight code that is well optimized and can scale up easily
– Troubleshoot, test and maintain the core product software and database
– Contribute in all phases of the development life cycle
– Ability to learn and apply new technologies quickly
– Ability to create responsive (adaptive) web designs

.Net Programmer
iOS Programmer
Java Programmer
PHP Programmer
Test Analyst / Automation Engineer
Digital Marketing Manager
SEO Manager
SEM Manager"
IOS SWIFT DEVELOPER,"Thiruvananthapuram, Kerala",Enfin Technologies India Pvt. Ltd.,None,"IOS SWIFT DEVELOPER
Posted on:
19/06/2020
Closing on:
15/07/2020
Contact email:
hr@enfintechnologies.com
Roles and responsibilities :
Brief description :
We are looking for I0S SWIFT Developers with 4-6 years of Experience.
No.of openings- 4
Skills and Experience
Minimum 3-6 years of experience in iOS Mobile Application development using Swift.
Proficient with OOP principles and familiar with design pattern MVVM.
Strong Understanding and experience on FCM, Deep linking, Firestore, Push Notification, Database, local storage is must
Should have experience on Server Driven UI development practice
Proficient with iOS frameworks viz. Core Data, Core Animation, Core Graphics.
Experience working with RESTful APIs, third party libraries and API, cloud message APIs and push notifications.
Deep understanding of Apple's design principles and interface guidelines.
Experience with threading, and performance tuning.
Experience with version control tools (Github, GitLab, Bitbucket).
A solid understanding of the complete mobile development lifecycle.
Hands-on experience in UI and Unit test cases.
Additional Skills: Android (Kotlin)
Good understanding of development methodologies, testing practices, and tools and knowing when to apply each method to achieve the desired outcomes
Strong communication skills and knows when to ask for help and bounce ideas and solutions off peers
Required skills
Preferred skills
Degree in Computer Science, Software Engineering, IT or related discipline
6 years' professional experience developing native Swift applications
Experience integrating open source or 3rd party API's and Libraries highly desirable
Ability to develop against a variety of web architectures and services (HTTP, JSON, REST, etc.)
Good understanding of mobile device variants, capabilities and constraints
Experience in other tech stacks is also beneficial (HTML/JS, Kotlin, etc.)
Exposure to Agile, Continuous Integration, Test Driven Development is a plus
Must have excellent problem solving skills and love technical challenges
Experience in Video and media based development projects (DRM, OVPs, Advertising, Analytics)
Good command of English

Please send your resumes to hr@enfintechnologies.com with “ IOS SWIFT DEVELOPER ” as Subject. Also, please make sure to mention your Experience in years, Current Salary and Expected Salary in your email body.
Experience description
Walk in date & time
Walk in venue"
"IOS, Android Developer / Mobile Application Developers","Pune, Maharashtra",KET Infotech,None,"Department: IT-Software / Software Services
Salary: Best in Industry /fixed salary
Exp: 3-5 yrs
Qualification: Graduates or Post Graduates (Any Specialization) BCA/MCA/BE/MSc.
Key skills:
Android developer, windows mobile, iphone developer, Android programmer,android studio, Xcode, java, MySQL, MSSQL, architecture, android DSK
IDE -“ Android studio.
Use NDK in some project.
Any Encryption technique.
SQLite DB
Job Description:
Worked on native apps development
Worked on apps using REST and SOAP web services
Worked on apps compatible with multiple screen resolution
Should have understanding of software development life-cycle and best practices
Preferred if worked on E-commerce domain
-“ Work with clients and Project Managers to build and refine graphic designs for applications. Must have strong skills in photoshop, Android SDK, or equivalent application(s).
-“ Convert raw images and layouts from a graphic designer into Android themes.
-“ Determine appropriate architecture, and other technical solutions, and make relevant recommendations to clients.
-“ Communicate to the Project Manager with efficiency and accuracy any progress and/or delays. Engage in out-of-the-box thinking to provide high value-of-service to clients.
Alert colleagues to emerging technologies or applications and the opportunities to integrate them into operations and activities. -“ Be actively involved in and contribute regularly to the development community of the technology of your choice.
-“ Develop innovative, reusable Android-based tools for activism and community building.

While going for Interview please mention you got this reference from Facebook KET Page- Send your profile:- careers@ketinfotech.com"
IOS/Android/ Hybrid App Developer (Work From Home- All Over...,"New Delhi, Delhi",Auxesis Infotech Pvt Ltd,"₹25,000 - ₹70,000 a month","Roles and Responsibilities
Auxesis is looking for a qualified IOS/Android Developer to join our IT team.
Responsibilities
# Design and build iOS and Android mobile applications
# We are seeking a Mobile Software Developer who will develop native and hybrid software applications.
# This individual will be self-sufficient and a super talented app architect who wants to make a big impact on next-generation B2B and B2C mobile applications.
# As our Mobile developer, you will have a full-stack understanding to Create front end components (iOS, Android, and React Native) for mobile software applications from specifications and wireframes.
# Create the necessary back end (Servers, Non-sequel DBs, APIs) functionality for front end components.
# Integrate mobile applications to hardware devices or APIs
# Collaborate with User Experience teams for iteratively defining 5-star app user experiences.
The candidate should be comfortable to do Work from Home any where from India
Perks and Benefits
# Flexible office timings
# Extra wages or leave compensations for working on non-working days
# Onsite opportunities
# To learn and grow with work and organization
# Work From Home
Requirements
# Experience - 2- 6 year
# Knowledge on Both IOS/Android Developer
About Us
Working at Auxesis Infotech Pvt Ltd is an opportunity to collaborate with some of the brightest minds in our region. With an emphasis on interactive and creative engagement, we have continued to better help the companies we serve to make a difference in their communities with an improved digital and interactive experience.
Job Type: Full-time
Salary: ₹25,000.00 to ₹70,000.00 /month
Experience:
total work: 2 years (Required)"
IOS/Android/ Hybrid App Developer (Work From Home- All Over...,"New Delhi, Delhi",Auxesis Infotech Pvt Ltd,"₹25,000 - ₹70,000 a month","# As our Mobile developer, you will have a full-stack understanding to Create front end components (iOS, Android, and React Native) for mobile software…"
Ios/iphone Developer,"Hyderabad, Telangana",AGUILASS,None,"1 - 3 Years Hyderabad

Job Title: IOS developer

Location: Hyderabad

Required Skills:
Strong experience in building and publishing commercial iPhone and/or iPad applications.

Extensive experience developing in Objective-C or Swift.

Operating Systems: Mac OS X and iOS.

Programmer Tools: Xcode, Instruments and Git.

Frameworks: CocoaTouch, UIKit, and Core Data (Core Graphics and Core Animation a plus).

Experience with JSON, XML, JavaScript, and interfacing iPhone/iPad applications to server side APIs.

Familiarity with RESTful APIs to connect iOS applications to back-end services.

Solid grasp of algorithms, memory management, object oriented programming, MVC programming, and concurrent programming.

Salary: Open

Industry: IT-Software / Software Services

Functional Area: IT Software - Mobile

Role Category: Programming & Design

Role: Software Developer

Keyskills:
Objective C, XCode, IPhone Development, IOS, IPad, Core Data, Mac OS X, Swift, JSON,Memory Management, XML, JavaScript"
iPHONE DEVELOPER,"Indore, Madhya Pradesh",Recharge Tech Solutions,None,"Job Overview :
Looking for sharp, intelligent developers working with latest technologies in iPhone/iOS/iPad. You will be responsible to develop mobile apps for our clients.
You will contribute to the overall design and implementation of various new features.
You will be responsible to develop mobile apps for our clients and for our own iOS frameworks used in multiple projects using standard design patterns.
Work with an extremely knowledge based environment with a chance to rapidly grow and contribute to the team.
Skills Required:
- Candidate should and must have a working knowledge and strong experience of min 2 to 6 years in cross platform development and expert in mobile technologies.
- Should possess extensive programming knowledge of Xcode, Objective C, Cocos2D (Gaming experience would be an added advantage)
- Sound knowledge on COCOA Framework would be an added advantage
- iPhone application architecture and UI
- Proficient in Objective-C, iOS SDK and frameworks
- Must have knowledge of database and SDLC
- Basic knowledge of Oops Concepts is required
- Understanding of iOS design patterns
- At least 3-4 applications developed on iPhone and presently on AppStore
- Knowledge of Android Platforms would be an added advantage
- Work along with Project Managers to develop, test & release the apps.
- Enthusiastic about meeting deadlines, maintenance, support & performance optimization.
- Handle complex technical issues related to mobile app development & provide solutions to co-workers
- Excellent communication skills (Verbal & written)
Experience: Min: 2 years"
iPhone Developer/,India,reubro,None,"Reubro is Expanding! At the moment we require additional talent in the form of an experienced Iphone Developer.
Desired Experience: 1 to 5 Yrs
Qualification: The candidate must have a graduate degree in BE/B.Tech/MCA/M.Sc-CS
No. of Vacancies: 2
Designation: Programmer/Sr. Programmer/Team Lead
Requirements:
Application development experience on Smartphones with expertise in the following platform/programming language: IOS SDKs (iPhone and iPad) and Objective-C
Experience using mobile platform programming environments such as XCode(IOS)
Experience in using testing and conformance frameworks for IOS
Experience using Web Services and Data parsing using XML,JSON etc
Experience developing applications using multi-client development platforms such as Phonegap and Titanium a strong plus
Core knowledge about iPhone and its features
Knowledge about 'Apple Developer programs' and iPhone SDK .
Knowledge of architecture principles for mobile applications
Familiar with Mac environment
Strong knowledge of Object Oriented Programming and its concepts
Strong knowledge in SQL queries and RDBMS
Knowledge in MVC architecture
Need to be a Self Starter able to work in a fast paced environment .
Should have developed atleast 2 mid size applications and published in the App Store
Responsibilities in Brief:
-
Preparation of proposals and work flow process of projects assigned.
Responsible & Accountable for on time delivery of projects as per client specifications.
Code, Test and Troubleshoot Programs Utilizing the Appropriate Hardware, Database, and Programming Technology.
Coordinate with the testing team for analysis on bugs and errors once the project is complete and rectification of the same.
Maintain an information database and programming documentation for ready reference on the projects being handled.
Ensure proper backups are maintained on project files by coordinating with the network team.
Ensuring good coding practices are followed
Drives continuous improvement in project deliveries and individual / team performance.
Should Have:
-
Decent Communication Skills (Verbal & Written) Comprehension Ability A strong desire to learn and deliver high quality software A ""get it done"" attitude"
Flutter Developer,"Surat, Gujarat",EmployeeLink ( Client - IT Industry),"₹18,000 - ₹30,000 a month","Urgent opening for flutter Developer.
Job Types: Full-time, Fresher
Salary: ₹18,000.00 to ₹30,000.00 /month
Experience:
software development: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Selection rounds:
HR Interview
Technical Interview
Housing rent subsidy:
No
Industry:
IT Operations & Helpdesk
Work Remotely:
No"
Flutter Developer,"Mumbai, Maharashtra",stalliontechmark,"₹20,000 - ₹40,000 a month","We need Flutter developer. who have 1 - 2 years of experience. However, fresher with good knowledge and technical skills are also welcomed. Job Type: Full-time Salary: ₹20,000.00 to ₹40,000.00 /month
Job Types: Full-time, Temporary, Fresher
Salary: ₹20,000.00 to ₹40,000.00 /month
Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
java: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes"
Flutter Developer,"New Delhi, Delhi",Inherent Technologies,"₹15,000 - ₹35,000 a month","Job Description
Mobile Software Development Engineer (Flutter/Firebase)
As a mobile applications engineer at Ether, you will be building delightful, transformative experiences that bring disruptive persistent conversations experiences to the enterprise.
Basic Qualifications:
Four Year Bachelor’s degree in Computer Science or Engineering from a top Engineering School.
0-2 years experience building fast, delightful mobile applications.
Experience in building mobile applications with Firebase.
You will:
Have a keen interest in how technology is applied meaningfully to impact people’s lives and have a habit of reading and absorbing industry literature on best practices.
Be extremely conversant in table stakes software engineering toolchain - Linux/Shell, IDE’s, Git, Debuggers, Profilers.
Have a solid foundation in how computer systems work - from internet protocols, multi threading, memory management and applying the right algorithm for the problem.
Believe that your work is your self-portrait, and so take a lot of pride in what you produce as a professional
Job Type: Full-time
Pay: ₹15,000.00 - ₹35,000.00 per month
Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)"
Flutter Developer,"Pune, Maharashtra","Multiple clients from Europe, UAE & USA",None,"Flutter App Developer Job Description :
Design and build advanced applications for the Flutter platform
Collaborate with cross-functional teams to define, design, and ship new features.
Work with outside data sources and APIs.
Worked on Dart.js
Unit-test code for robustness, including edge cases, usability, and general reliability
Work on bug fixing and improving application performance
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Required Experience(1-2 years) :
Must have built at least one Android, iOS apps with Flutter or Hybrid Framework.
Job Type: Full-time"
Flutter Developer,"Pune, Maharashtra","Multiple clients from Europe, UAE & USA",None,"Collaborate with cross-functional teams to define, design, and ship new features.Design and build advanced applications for the Flutter platform."
Flutter Developer,"Kochi, Kerala",Abzer Technology Solutions,None,"Responsibilities and Duties
Design and build advanced applications for the Flutter platform
Collaborate with cross-functional teams to define, design, and ship new features.
Work with outside data sources and APIs Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Required Qualifications
Min 1-year experience in flutter dart
Expertise in REST API and authentication
Proper understanding of state management
Knowledge in Bloc and provider
Proven experience in working third party APIs and knowledge in libraries
Should have experience in android application development and android SDK or iOS development
Should have published at least three application using flutter.
Strong understanding of Mobile Application Security
Familiarity with cloud message APIs and push notifications
Knowledge of Unit testing concepts.
Preferred to have relevant certifications and licenses.
Proficient understanding of code versioning tools, such as Git
Education Qualifications: Engineering or Technical Degree (BE/B.Tech/ME/M.Tech/MCA)
Job Type: Full-time
Experience:
software development: 3 years (Required)
Work Remotely:
Temporarily due to COVID-19"
Flutter Developer,"Noida, Uttar Pradesh",Zorion inotech,None,"Job description –
· Design and build Android mobile applications.
· Collaborate with cross-functional teams to analyze, design, and ship new features.
· Fully responsible for mobile app development in the team.
· Build and publish applications in Play store.
· Implement new technologies to maximize application performance.
· Extensive experience developing in Java.
· Good Java Standard Coding Skill.
· Proficient on Android Activities and Fragment lifecycle knowledge.
· Proficient on Android SDK and Android Platform”
· Images and Files Processing.
· Understanding of Android Architecture, Framework, Android SDK, Core Java, Kotlin , Flutter, Android Studio IDE, Android Debugger.
· Hands-on experience in building mobile applications and mobility solutions - native application.
· Expert in UI components & controls; Action Bars, Widgets, Fragments, etc.
· Good working experience on Web Service Integration (REST, JSON, XML), Firebase & cloud technologies - GCM
· Experience in using analytics, location and social APIs, MDM, payment gateway, SMS gateway. Edtech background will be an added advantage but not mandatory.
· Machine Learning, Beacons, Taxi App, BLE (Bluetooth Low Energy) and Spring Boot API is an advantage.
Job Type: Full-time
Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
java: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes"
Flutter Developer,"Bengaluru, Karnataka",PurpleFront Technologies Pvt Ltd,"₹5,00,000 - ₹8,00,000 a year","PurpleFront is looking to hire 'energetic' 'go-getter' Flutter Hybrid Mobile app developers. You will work on translating UI/UX design into code which will be deployed across multiple platforms.
You will be working a world class project which will expand your horizons and take your experience to the next level !
If you have a problem solving mindset and are ready to dive into the code and come up with innovative solutions, then you are an ideal candidate for us.
Excellent communication skill in English is a must.
Qualifications
Desire to work in a startup environment, able to self-manage and work remotely
Must have built at least two Android and/or iOS apps with Flutter
Proven working experience in software development
Working experience in mobile development
Have published one or more mobile apps in Google Play or App Store
Experience with third-party libraries and APIs
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
Solid understanding of the full mobile development life cycle, including automated testing and building
Experience working in an agile development process
Be proficient in using version control and continuous integration, with tools such as Git and Jenkins.
Write clear, maintainable and testable code that you are proud of.
Job Types: Full-time, Contract
Salary: ₹500,000.00 - ₹800,000.00 per year
Experience:
Flutter: 1 year (Required)
software development: 1 year (Required)
work: 1 year (Required)
total work: 1 year (Required)
Education:
Bachelor's (Required)
Work Remotely:
Yes"
Flutter Developer,"Trichur, Kerala",Geeks Technologies,None,"We are an established IT company based in Dubai-UAE currently expanding our development team in India.
The Position:
We are looking for Flutter Developer.
Minimum Requirements:
· Bachelor's degree in computer science.
· 2-6 years of solid Programming Experience.
· Minimum 1 year of experience in Flutter.
Skills Required:
· App design implementation in Dart.
· Working on bug fixing and improving application performance.
· Choose the best flutter architecture suited for the project.
· Ability to integrate REST API's efficiently.
· Good experience in either Android or iOS publishing.
· Good experience in integrating plugins & SDK's.
The Location: Koratty info park, Thrissur, Kerala
Job Types: Full-time, Contract
Experience:
flutter: 1 year (Required)
Education:
Bachelor's (Preferred)"
Flutter Developer - 1-2 Yrs. experienced - Urgently Required,"Pune, Maharashtra",Prosols Technology,"₹1,80,000 - ₹3,60,000 a year","Job Description:
Cross-platform mobile app developers who have developed mobile apps with a familiarity of Flutter
Participation in the process of analysis, designing, implementation and testing of new apps.
Mobile app design and optimization, able to provide a solution to improve mobile app quality, understand emerging technologies, standards and best practices to bring mobile app product to the next level
Continuously discover, evaluate, and implement new technologies and frameworks to maximize development efficiency
Estimate timelines and deliver as per schedule
Solid knowledge of mobile app development practices, along with mobile testing tools and techniques
Expertise in optimizing the app for performance
Requirements:
Should have worked and successfully deployed apps using Flutter framework
Experience with third-party libraries and APIs.
Experience in API integration.
Strong knowledge of Flutter and how to deal with different screen sizes.
Addon knowledge of Android SDK, different versions of Android
Familiarity with REST API
Sound knowledge in JavaScript
Strong knowledge of UI design principles, patterns, and best practices
Understanding of Google’s Android design principles and interface guidelines
Proficient understanding of code versioning tools, such as Gitlab.
Experienced in Flutter for App development
1-2 years of experience and a track record in building Mobile Applications
Ability to build an application from scratch
A great eye for detail and design
Job Type: Full-time
Salary: ₹180,000.00 - ₹360,000.00 per year
Experience:
flutter: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Pune, Maharashtra (Required)
Work Remotely:
Temporarily due to COVID-19"
Flutter Mobile App Developers,"Bengaluru, Karnataka",Pentoz Technology,"₹10,000 - ₹50,000 a month","We are looking for a Mobile app developer with a minimum of 1 year of experience in mobile application development. The Flutter, React- Native Mobile App Developer will create multi-platform apps for iOS and Android using Google's new Flutter development framework.
Flutter widgets for iOS & Android
Experience with third-party libraries and APIs
Experience with mobile platforms like Android/iOS.
Experience in developing using Flutter SDK & Dart programming language
Required Qualification: Bachelor's degree in Computer Science, Electrical/Electronic Engineering, Information Technology or another related field or Equivalent is a must.
NB: Native developers with enough experience can also apply
Job Type: Full-time
Salary: ₹10,000.00 - ₹50,000.00 per month
Experience:
Flutter: 1 year (Required)
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19"
Flutter Mobile Application Developer,"Mumbai, Maharashtra",Kraken Global,"₹20,000 - ₹50,000 a month","This is a new and exciting role at Kraken, developing applications for real world problems.
Candidates must have at least one years experience in using Flutter and Dart technologies.
Job Types: Full-time, Part-time, Contract
Salary: ₹20,000.00 to ₹50,000.00 /month
Experience:
work: 1 year (Preferred)
total work: 1 year (Required)
Education:
Bachelor's (Preferred)"
Flutter Mobile Developer,"Borivali, Mumbai, Maharashtra",BeeDev Solutions,"₹20,000 - ₹35,000 a month","We are seeking for a Android - Flutter Developer, who is interested in building performant mobile apps on both the iOS and Android platforms. You will be responsible for architecting and building these applications, as well as coordinating with the teams responsible for other layers of the product infrastructure. Building a product is a highly collaborative effort, and as such, a strong team player with a commitment to perfection is required.
Responsibilities and Duties
Translate designs and wireframes into high quality code
Design, build, and maintain high performance, reusable, and reliable Java code
Ensure the best possible performance, quality, and responsiveness of the application
Identify and correct bottlenecks and fix bugs
Help maintain code quality, organization, and automatization
Job Type: Full-time
Salary: ₹20,000.00 - ₹35,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes"
Mobile app - Android Developer,"Dehra Dun, Uttarakhand",ETechDreams Solutions,"₹8,000 - ₹18,000 a month","We are looking for a highly skilled programmer who is comfortable with android app development. The person will be responsible for conceptualizing and developing the architecture, ensuring the responsiveness of applications and working alongside graphic designers for app features, among other duties. He will be required to take the key lead role in the team and must have knowledge of all stages of software development.
Key Responsibilities:
Developing app architecture.
Designing user interactions on mobile app screens as per functionalities
Creating servers and databases for functionality.
Ensuring cross-platform optimization for mobile phones.
Ensuring responsiveness of applications.
Working alongside graphic designers and backend developers for APIs and other functionalities .
Seeing through a project from conception to finished product.
Meeting both technical and consumer needs.
Staying abreast of developments in mobile applications and programming languages.
Able to handle all app/software development life cycle
Skills:
Proficiency with fundamental android app langauges – java/kotlin
Candidate with web development – front end backend knowledge will have additional advantage
Familiarity with database technology
Excellent verbal and written communication skills.
Good problem solving skills.
Attention to details
Self-motivation and a competitive, results-driven attitude
Passion, dedication and focused
A good level of technical understanding with enthusiasm for new technology
The ability to work well under pressure
Experience 6 months to 2 years
Job Type: Full-time
Salary: ₹8,000.00 - ₹18,000.00 per month
Experience:
Developer: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
Mobile App Developer,"Chennai, Tamil Nadu",Chennovate Solutions,None,"Designing and developing advanced applications for the Android and iOS platform.
Understanding of the full mobile development life cycle, including automated testing and building.
Ability to understand business requirements and translate them into technical requirements
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
In-depth and practical Design and Development exposure with Flutter / Android / iOS
Proficient in Swift as an added advantage
Unit-testing code for robustness and UI, including edge cases, usability, and general reliability.
Bug fixing and improving mobile application performance.
Expertise in integrating RESTful web services.
Experience working with mobile app frameworks such as Core Data, Core Animation, Core Graphics, and Core Text, Core Location.
Hands-on experience in Cloud APIs, push notifications, social media integration, and integration of analytics is an added advantage
Have built At least two Android and iOS apps.
Minimum 4 + year Working experience in mobile App Design & development.
Have published minimum 2 or more mobile apps in Google Play or App Store.
Job Type: Full-time
Experience:
total work: 4 years (Required)"
Mobile App Developer,"Bengaluru, Karnataka",eMazel Tech Pvt Ltd,None,"mobile app developer:
JOb Description:
Looking for a mobile app developer to lead the design(implementation), development and maintenance of iOS, Android, iPhone, Ipad apps.
Design and develop software applications (apps) for mobile phones, Smartphones, tablets, and other mobile devices.
Passionate about mobile technologies and coding the *right* way.
Support and improve existing code and automated testing for the mobile application.
You will be learning how to build complex web applications and mobile apps from a team of experienced developers and programmers.
Job Types: Full-time, Walk-In
Experience:
total work: 2 years (Preferred)
Backend developer: 1 year (Preferred)
Job Types: Full-time, Walk-In
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Developer: 1 year (Preferred)
Java: 1 year (Preferred)
Education:
Bachelor's (Preferred)"
Mobile App Developer,"Hyderabad, Telangana",Studio Design Bound,"₹25,000 a month","Responsibilities for Mobile Developer
Identify and plan for new features
Develop application programming interfaces (APIs) to support mobile functionality
Suggest and implement new mobile products, applications and protocols
Remain up to date with the terminology, concepts and best practices for coding mobile apps
Work closely with colleagues to constantly innovate app functionality and design
Use and adapt existing web applications for apps
Write unit and UI tests to identify malfunctions
Communicate with users to understand their needs and experiences
Qualifications for Mobile Developer
3+ years of demonstrable experience
Demonstrable portfolio of released applications on the App store or the Android market
Extensive knowledge of at least one programming language like Swift and Java
Familiarity with OOP design principles
Experience with third-party libraries and APIs
Superior analytical skills with a good problem-solving attitude
Ability to perform in a team environment
Strong oral and written communication skills
Ability to interpret and follow technical plans
Job Types: Part-time, Contract
Salary: ₹25,000.00 /month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Developer: 1 year (Preferred)
Java: 1 year (Preferred)
Education:
Bachelor's (Preferred)"
Mobile App Developer,"Pune, Maharashtra",SiGa Systems,None,"Job Description:
Analyzing user requirements, envisioning system features and functionality.
Should have expertise in hybrid mobile app development using Ionic Framework, Angular, HTML5, CSS3, Bootstrap, Typescript, ES6, JQuery.
Should have hands-on experience with Xamarin.
Contributing should have deep knowledge of best practices for mobile app design and performance.
Should have working experience in Web Service and REST API integration.
Experience on Business Object Model implementation & data integration with JSON/XML
Salary: Best as per the industry standards
Industry: IT-Software / Software Services
Functional Area: IT Software - Application Programming, Maintenance
Role Category: Programming & Design
Role: Software Developer
Employment Type: Permanent Job, Full Time
Key skills:
Education: B.Tech./B.E., MCA, MCS, MSc. Computer Science.
Desired Competencies:
Minimum 3-5 years' experience developing hybrid (cross-platform) mobile and web apps
Solid Experience with Ionic 3+ Framework, Angular5+
Knowledge on general mobile landscape, architectures, trends, emerging technologies
Should possess excellent communication skills, team leading experience will be a plus point.
Location: Pune"
Mobile App Developer,"Bengaluru, Karnataka",Vibrant Info,None,"Job Description:
We are urgently looking for Android developer for our Bangalore office, kindly check the important points before applying, and this is an urgent closure job for person who can join quickly.
Design and developer build advanced applications for the Android platform.
Proven software development experience and Android skills development.
Proven working experience in Android app development and have published at least one original Android app.
Experience with Android SDK & with third-party libraries and APIs.
Experience working with remote data via Rest API – JSON and XML Parsing.
Solid understanding of the full mobile development life cycle, Android UI design principles, patterns.
Candidate must have knowledge in Java.
knowledge of Android SDK developer tools.
Android SDK
JSON
SqlLite
Web Services and good logical skills.
Ensure the best possible performance, quality, and responsiveness of the application."
