Job Title,Job Description,Company Name,Location
Data Analyst,"""The Data Engineer is responsible for aggregating data from various systems into a central data lake and warehouse to be used for statistical analysis, reporting, and dashboards.
This position will utilize modern cloud data warehouse technology and works with both unstructured and structured data. This is not a traditional data warehouse position and will not involve traditional schema-based relational database design. The successful candidate will have an understanding of cloud data warehouse technology, as well as how to organize and store data for use with advanced analytics.
Responsibilities:
•Maintain, support, and enhance the business intelligence data backend, including data warehouses and data lakes.
oPerforms needed assessments
oImplement data transformations and data structures for data warehouse and lake/repository.
oManage cloud and/or on-premises solutions for data transfer and storage.
oEstablish data structures for all enterprise data stored in business intelligence systems.
•Collaborate and work with data analysts in various functions to ensure that data meets their reporting and analysis needs.
oEstablish interfaces between the data warehouse and reporting tools, such as PowerBI.
oAssist data analysts with connecting reporting and analytics software to data warehouses, lakes, and other data sources.
oManage access and permissions to data.
•Provide technical guidance for design and implementation of data governance systems and policy.
oWork with the data governance team to manage an enterprise wide data governance framework, with a focus on improvement of data quality and the protection of sensitive data through modifications to organization behavior policies and standards, principles, governance metrics, processes, related tools, and data architecture.
oMonitor data quality, identify data quality issues, oversee remediation plans, implementation of data controls, and manage data quality remediation strategies. Define data quality strategy and participate in a data quality working group.
oOversee and ensure that new systems implemented at the enterprise level follow data quality guidelines.
•Keeps abreast of new business intelligence technologies; makes periodic recommendations for overall improvements
Qualifications
Bachelor’s Degree in STEM disciplines plus at least 3-5 years of experience managing data warehouse and/or business intelligence systems. An advanced degree or certifications in a related field is a plus.
Knowledge, Skills & Abilities:
•Demonstrated experience with setting up data structures (tables and views) for use with modern analytics software.
•Expertise with Snowflake Data Warehouse, Amazon Web Services, SQL-based database systems, and/or other enterprise data warehouse solutions.
•Experience working with integration tools such as APIs, Web Services, JDBC/ODBC connectors, and other integration technologies.
•Experience working with programming languages used in ETL and/or ELT environments, such as SQL and Python.""","UST Global
4.1",Hyderabad
Research Analyst I,"Duties & accountabilities

Perform operational and financial research on the portfolios of major refining and chemical companies. Transform that research into clear and compelling insight.
Support activities of senior researchers by producing quick-turnaround analysis and research for publications, consulting projects, and client presentations.
Understanding refinery and chemical trends and relating them to companies to assess their performance. Monitor company websites, annual reports, SEC filings etc.
Under supervision or as part of a team effort, respond to research-related questions from clients by working in a highly collaborative fashion; requires learning the roles and expertise of others on research teams, seeking out help from other colleagues, become familiar with our research products and client request procedures.
Gain knowledge and skills by actively contributing to the above listed activities, pursing activities/work in various disciplines, and staying abreast of current/hot topics.
Collecting and analyzing financial information of refining and chemical companies. Assess trends, key trigger points and link them to company’s strategic intent.Review internal IHSM data sources and work on in-house models.
Update IHSM Chemical ChemAssets database to reflect changes. Efficiency, accuracy, and attention to detail are essential.
Ensure that client deliverables are of the highest quality and completed according to schedule.
IHS Markit is committed to providing equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by the laws and regulations in any of our locations.
We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a case-by-case basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and follow-up.

IHS Markit maintains a substance-free workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, as a federal contractor in the United States, the company participates in the E-Verify Program to confirm eligibility to work.","Ipreo
3.5",Gurgaon
Market Research Analyst,"-Experience in the Areas of Contact Discover
Market Research
Lead Generation,
Database Creation, E-mail marketing,
Email Contact Discovery
Tools Hubspot,Thunderbird, LinkedIn,Zoominfo,etc. .
Job Type: Full-time
Salary: ₹100,000.00 - ₹120,000.00 per ye",Xsquad Media Pvt Ltd,Pune
Data Analyst,"Amazon's Marketplace Trust team works to ensure that buyers, brands and sellers can trust Amazon while transacting on our marketplace. We are looking for a hands-on, detail oriented and highly motivated data analyst to help create data backed insights.The candidate should be comfortable interfacing with technology systems and be able to analyze data and gather actionable conclusions. Operating in a rapidly changing environment will require the candidate to be adept at dealing with ambiguous, new and challenging situations.
Role and Responsibilities:
· Enable effective decision making by retrieving and aggregating data from multiple sources and compiling it into a digestible and actionable format Put on your business thinking cap to drive insights and action we can take to improve the business
· Measure the metrics of our business and propose/implement projects to improve these metrics.
· Ensure KPIs are published and reviewed on a daily, weekly, monthly basis and perform analysis on any behaviours / processes that could impact on data integrity.








Basic Qualifications



· Bachelor's degree in Computer Science, Engineering, Operations Research, Math, or related discipline.
· Strong SQL Knowledge and Hands-on experience.
· Minimum 2+ years of experience as an Analyst role preferred. Highly proficient in Microsoft Office and Windows based applications. Demonstrated Analytical ability, results-oriented environment with external customer interaction.
· Excellent written and verbal communication and presentation skills and the ability to express thoughts logically and succinctly.
· Entrepreneurial drive and demonstrated ability to achieve stretch goals in an innovative and fast-paced environment.



Preferred Qualifications


· Experience with E-Commerce, Retail and Business Analytics would be an advantage.
· Proficiency with visualisation tools like Tableau
· Understanding of data warehousing, data modeling concept and building new DW tables
· Advanced SQL skills, fluent in R and/or Python, advanced Microsoft Office skills, particularly Excel and analytical platforms","Amazon
4.3",Bengaluru
Market Research Analyst,"Job Description

- Interacting with the top IT management of various corporations

- Conducting telephonic surveys to identify IT demand

- Market identification and generation of sales leads and a lead pipeline for IT products

- Conducting in-depth web based research

- Following up with clients/ closed looping

Candidate Profile :

- Highly motivated graduates / post graduates with excellent communication skills, should be fluent in English

- Basic knowledge of technical concepts such as software/hardware/networking would be preferred

- Knowledge in web-based research and MS-Office applications is required

- Experience/ exposure/ interest in sales, presales, lead generation, customer interaction, or technical helpdesk services will be beneficial

- Candidates residing in or around East/ South Delhi / Noida / Ghaziabad will be preferred

Shift: Day shift, 5 days a week

About Company :

iSOURCe is a market intelligence and customer-oriented data analysis firm. It offers general as well as custom research solutions in the IT verticals in India. It develops and runs sales lead generation, competition tracking, industry vertical profiling and market sizing programs for its IT clients, which include SAP, Lenovo, Microsoft, Oracle, EMC, Cisco and others. Our goal is to determine the right sales and marketing strategies required for effective prospect engagement. For more information, log on to www.group-isource.com

Job Types: Full-time, Part-time

Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19","iSOURCe
2.9",Noida
Data Analyst,"Join a team recognized for leadership, innovation and diversity


SKILL SET

Experience Range- 3-6years

· Minimum 3 in ETL Development

· Knowledge of ETL processes, best practices, data modelling, and RDBMS

· Knowledge of Informatica

· Exposure in designing ETL complex Mappings, Logics and Workflows

· Experience in ETL monitoring and support projects

· Work with project team to develop ETL data flows, workflows, jobs using SAP BODS.

· Prepare test plans for the ETL integration and the UAT phases using SAP BODS

· Good to have BODS Administration Tasks like Repository Configuration, Job Server configuration, Local Repository configuration, Central Repository configuration, Job Scheduling, Monitoring, Managing & Supervising authentication, IDT, audit, authorization, Job scheduling, publications, securities, Single sign on and SNC

· Experience in AutoSys - Job scheduling, monitoring

· Expertise in writing SQL and PL- SQL

· Good to have knowledge of Data Warehousing Applications like HANA and Snowflake

· Good to have knowledge of Reporting Applications like BO, Tableau and Alteryx

ROLES AND RESPONSIBILITIES

· Enhancements and Adhoc development Projects

· Production support job monitoring, analyzing and resolution of Job Failures

· Work on incidents along with resolution as per SLA

· Flexibility to work in Shifts and extended hours

· Troubleshooting Issues and performance tuning of existing models

· Documentation

· Coordination with different Teams like Application Admin, DBAs, Infra, Architects, COEs and Architects

CORPIT 2020

Additional Information
JOB ID: req237334
Category: Information Technology
Location: Devarabisanahalli Village, KR Varturhobli,,East Taluk - Phase I,Bangalore,KARNATAKA,560103,India
Exempt
Business Services","Honeywell
3.8",Bengaluru
Business Analyst,"Location: India-Mumbai

Responsibilities:
Work in conjunction of a decision science and data analytics team gather and analyse large volumes of quantitative and qualitative data and formulate a deep understanding of the performance of an organization.
Applying the right analysis frameworks to develop creative solutions to complex problems.
Planning and executing both short-term and long-range projects and manage deliverables, teamwork and client expectations
Participate in on-site and offshore engagements to deliver services to our client base.
Requirement:

The position will be involved in the development of new capabilities and value added services and will require a high level of creativity, personal drive and deep quantitative subject matter expertise and therefore will offer significant growth opportunities.
Advanced degree in Business (CA/MBA/CFA), Economics or Engineering
Must have excellent aptitude and expertise in business analysis and awareness of quantitative analysis techniques
Must have a willingness to learn and apply emerging trends in business research and analysis.
Must be a team player.
Must have a strong desire to work in an entrepreneurial self-driven and creative environment with minimal supervision and a passion for developing new value added solutions for clients across a variety of industries.
Must be willing to travel domestically and internationally.
Exposure to any of the above-mentioned industries will be an advantage

APPLY","Quantiphi
3.5",Mumbai
Analyst,"Location: Mumbai, Delhi

Job Summary
Deliver high quality advisory services on FX markets to clients, protecting them against FX risk. Sale of Risk advisory services as per various schemes of Mecklai Financial.
Cross selling of other services offered by Mecklai Financial Services for eg. Policy, Valuations etc.

Principal Duties and Responsibilities

You will be responsible for tracking currency markets (including allied markets and events) and develop currency strategies. i.e. currency views for intra-day, 1m, 3m, 6m to a year in USDINR and all other majors.
This will require you to employ sound Technical and Fundamental Analysis
These currency strategies will then need to be translated to actionable hedging/trading strategies for clients based on their risk appetite and existing currency positions
You will have to acquire Clients and service them, whom you need to call per agreed charter (daily, fortnightly, monthly etc.) and be their extended market risk support partner.
End-To-End responsibility for these clients will be expected spanning invoicing, fee upgrades, relationship management, renewal of the account, enhancing the existing relationship, delivery as expressed above
Proper back up of all clients allotted to you in the absence of the primary/secondary dealer.

Skills and Qualifications Required

MBA in Finance
Minimum 2-3 years of experience
Practical Domain expertise in Currency Markets.
An innate ability to appreciate and understand business workings. For e.g. Product Margins of clients, sales cycles, working capital constraints, MIS, etc. This is important as all clients servicing will be situated within the crucible of their business.
Proper and thorough knowledge of the fundamental and technical analysis.
Good knowledge of Microsoft Excel
Strong Communication (written/oral) and Relationship Skills
Have a sense of urgency to client support needs
Thorough knowledge of the various schemes that Mecklai offers

Email your resume at hrd@mecklai.com, mentioning your designation and preferred location in the subject line.","Mecklai Financial Services
3.2",Mumbai
Business Analyst,#NAME?,"UST Global
4.1",Bengaluru
Business Analyst,"Position Type :

Full time

Type Of Hire :

Associate Development Program (Full Time Hire)

Education Desired :

Bachelor of Computer Science

Travel Percentage :

0%

Are you curious, motivated, and forward-thinking? At FIS youll have the opportunity to work on some of the most challenging and relevant issues in financial services and technology. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun.

About the team:

Modern Banking Platform (MBP) is the next generation enterprise core banking solution. International MBP Program involves implementing MBP in the International space. MBP will be deployed in cloud as SaaS model with the banks on boarded as Multi Tenants.

What you will be doing:
Plans and designs business processes and make recommendations and changes in order to improve and support business systems and activities and/or to deliver greater effectiveness and efficiency.
Utilizes systems and data to resolve business issues in the most effective and productive manner.
Identifies and implements best practices and suggests how to improve current practices.
Calculates/estimates costs and benefits of alternative actions or solutions to establish their viability/return on investment.
Develops recommendations to solve problems and issues related to business operations.
Analyzes and documents business processes and metrics and identifies improvement opportunities.
What you bring:
6-8 years of Business analyst expertise with excellent verbal and written communication skills to audiences of various levels in the organization, e.g., executive, management, individual contributors
Willingly shares relevant knowledge and expertise to other resources
Excellent analytical, decision-making, problem-solving, interpersonal, team, customer service, negotiation, conflict management and time management skills
ability to persuade and influence others on the best approach to take
ability to estimate work effort for project sub-plans or small projects and ensure the project is successfully completed

Education Requirements: Bachelors degree or the equivalent combination of education, training, or work experience.
What we offer you:
A range of benefits designed to help support your lifestyle and wellbeing
A multi-faceted job with a broad spectrum of responsibilities
An international work environment and a dedicated and innovative team
An extensive range of personal development opportunities
A work environment built on collaboration, flexibility and respect
Privacy Statement

FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the Online Privacy Notice.

Sourcing Model

Recruitment at FIS works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.","FIS
3.6",Bengaluru
GCR US - Advanced Analyst,"EY is a global
leader in assurance, tax, transaction and advisory services. The insights and
quality services we deliver help build trust and confidence in the capital
markets and in economies the world over. We develop outstanding leaders who
team to deliver on our promises to all of our stakeholders. In so doing, we
play a critical role in building a better working world for our people, for our
clients and for our communities.

Job purpose
Demonstrating
the ability to find information from EY and client resource efficiently
Demonstrating
effective written and oral communication skills
Documenting all
tasks and timelines, resource, requirements to clarify scope and scale of
projects
Assist seniors
in managing client and projects
Adhere to practice
protocol and other internal processes consistently.
Your client
responsibilities
Validate client
data & interact with U.S. teams.
Analyze the
client data and prepare work papers.
Prepare tax
returns and other informational forms as prescribed by the Internal Revenue
Service (IRS).
Delivering high
quality product within stipulated time.
Project
Management
Multi-Tasking
on various projects.
Comply with the
Firm's Compliance Procedure.
Your people
responsibilities
Be able to
guide and help new staff.
Work with the
Tax Seniors in meeting project deliverable timelines.

Technical skills
requirements
Should have a
minimum of 1 year / atleast 500 hours of experience in preparing US Tax
Returns.
Should have enough
experience to prepare complex Tax Returns.
Additional skills
requirements
Should be
client service focussed","EY
3.8",India
Data Analyst,"Job Title: Data Analyst

Grade: AVP

Location: Pune

A Sr. Data Analyst with AML systems experience, who could act as a bridge between various functional/technical teams and consolidate data demands for Financial Crime Data Lake.
·The role demands a well-organized, self-driven, effective Analyst who could understand, and deep dive through the consolidated data in a Big Data Lake, and profile it for multiple business purpose.
·Can directly work with relevant Business, Technology and Change teams to streamline the data requirements, responsible for ensuring that the outcomes delivered by projects are consistent with the Financial Crime Strategic roadmap as well as Enterprise Data Strategy.
·Closely work and share accountability with Quality Assurance team and assist them with determining the appropriate test cases, data driven User Testing.

Key Accountabilities:-

·Act as a BA/DA lead for managing the project/projects assigned including discussion with business to understand their expectation, discussion with multiple stakeholders and co-ordination of production release and notifications.

·Gather information, perform data analysis by using SQL to define technology requirements, business rules and ensure the technology meets the business objectives.

·Work closely with a number of partner areas individually and collaboratively including the virtual teams.

·Work on Data Acquisition from upstream systems performing below

a.Data Analysis

b.Data profiling

b. Gap Analysis

c. Prepare Data spec

d. Do feed testing

e. Perform Testing (QA and Functional)

·Research and design data enrichment & transformation processes.

·Write FRD and mapping documents for ETL.

·Prepare Requirement document for Data Architects to create data objects in databases.

Stakeholder Management and Leadership

·Works closely with stakeholders; including Scrum Masters, QA and Tech team. Keep them well informed on progress against milestones, risks, issues & dependencies.

·Encourages others in working towards the organization goals; takes prompt and effective action to rectify problems within the team.

·Inspires confidence by making and honouring commitments, demonstrates initiative and competence.

Decision-making and Problem Solving

·Exercises good judgement and acts independently on assigned tasks

·Performs duties under minimal decision

·Analyse situations, evaluate alternatives, and implement solutions within Barclays defined standards (where applicable

Risk and Control Objective

Ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy Standards

Person Specification

Personal attributes essential to performing role: e.g. essential/desirable skills, competencies, expertise, knowledge, and experience. Note: experience requirements must not be in the form of years (minimum or otherwise).

Essential Skills/Basic Qualifications:

·Should have worked as Business/Data Analyst for a Data Lake or Warehousing project, preferably on Big Data platform

·Ability to manage multiple stakeholders along with good understanding of BA/DA practice and tools in Agile environment.

·Strong SQL skills is necessary along with exposure to data analysis using industry standard tools, methods and techniques. Prior experience of data modelling is useful.

·Strong Data Analyst or System Analyst experience in Financial Crime domain.

·Ability to work on complex data mapping issues involving large datasets.

·Demonstrable ability to communicate and build relationships with members of the business and technology communities.

·Quick learner; strong analytical and problem-solving skills, with the ability to deal with numerous tasks simultaneously and with frequently changing priorities.

·Must be independent and creative in approach to problems and issues; assertive, tenacious, proactive.

·Familiarity with the concept of a Backlog and working within a scrum (or other agile) team. Experience of working with product requirements, features, and user stories required (preferred). High level of proficiency in AGILE BA/QA frameworks and tools like JIRA, Agile Central, Confluence etc.

Desirable skills/Preferred Qualifications:

·Ability to create functional specifications from high-level business solutions. This includes understanding of requirement gathering methodologies and strong documentation skills.

·Exposure to Industry standard products like GPP for payments, AML products like Mantas or Actimize SAM etc.
Where will you be working?
Pune
*Barclays recently announced the creation of a new world-class campus at Gera Commerzone located in Kharadi. All Pune based roles will eventually start to move to this new campus starting September 2019. In the run up to that, during the course of 2018, there may be transitory movements of some roles to other temporary sites. Please speak with your recruiter about the specific location plans for your role.

For further information on EVP, please click on the link below

https://now.barclays.com/WCP/content/intranet/en/functions/operations-and-technology/global-service-centre/EVP.html

Be More at Barclays

At Barclays, each day is about being more as a professional, and as a person. Be More @ Barclays represents our core promise to all current and future employees. Its the characteristic that we want to be associated with as an employer, and at the heart of every employee experience. We empower our colleagues to Be More Globally Connected, working on international projects that improve the way millions of customers handle their finances. Be More Inspired by working alongside the most talented people in the industry, and delivering imaginative new solutions that are redefining the future of finance. Be More Impactful by having the opportunity to work on cutting-edge projects, and Be More Valued for who you are.

Interested and want to know more about Barclays? Visit home.barclays/who-we-are/ for more details.

Our Values

Everything we do is shaped by the five values of Respect, Integrity, Service, Excellence and Stewardship. Our values inform the foundations of our relationships with customers and clients, but they also shape how we measure and reward the performance of our colleagues. Simply put, success is not just about what you achieve, but about how you achieve it.

Our Diversity

We aim to foster a culture where individuals of all backgrounds feel confident in bringing their whole selves to work, feel included and their talents are nurtured, empowering them to contribute fully to our vision and goals.

Our Benefits

Our customers are unique. The same goes for our colleagues. That's why at Barclays we offer a range of benefits, allowing every colleague to choose the best options for their personal circumstances. These include a competitive salary and pension, health care and all the tools, technology and support to help you become the very best you can be. We are proud of our dynamic working options for colleagues. If you have a need for flexibility, then please discuss this with us.","Barclays
3.9",Pune
Business Analyst,"key responsibilities
Must be responsible for Client Acquisition, Client Reference, Marketing, Generate leads.
Manage to get projects (International & Domestic), from different platform and other ways.
Determine operational objectives by studying business functions; gathering information; evaluating output requirements and formats.
Improve the system by studying current practices; designing modifications.
Recommend controls by identifying problems; writing improved procedures.
Monitor project progress by tracking activity; resolving problems; publishing progress reports; recommending actions.
Maintain user confidence and protect operations by keeping information confidential.
Prepare technical reports by collecting, analysing and summarizing information and trends.
Review a variety of areas including operations, distribution etc.
Understand and communicate the financial and operational impact of any changes.
Actively participate in the implementation of approved changes.
Create informative, actionable and repeatable reporting that highlights relevant business trends and opportunities for improvement.

Essential Skill set/s:
Business Development Management, Marketing, Lead Generation, Client Acquisition, Bidding, IT Business Analyst, Senior Business Analyst, Documentation, Strategy, Senior Management, Budgeting, Operations, Market Research.

Desirable Skill set/s:
Must have good knowledge in Business Development, Bidding.
Excellent communication skill.

Qualification:
UG: B.Tech/B.E. in Any Specialization, Computers, Graduation Not Required, Any Graduate in Any Specialization, B.Sc in Any Specialization, Computers, B.Com in Commerce.

PG: Post Graduation Not Required, Any Postgraduate in Any Specialization

Doctorate: Doctorate Not Required, Any Doctorate in Any Specialization

Work Experience:
3-5 years of relevant experience required.

At least 3 Years of experience in the field of Business Analysis in any IT service-based organisation.","Eppeok Solutions
4.1",Kolkata
Research Analyst,"Required Skills for Research Analyst

Identifying the client's business objectives, define and implement suitable strategy to achieve the desired goals
Creating Digital Marketing Campaigns
Analyze Marketing Data
Advise Marketing Teams
Cultivate and Maintain Client Relationships
Write Marketing Reports
Time management
Communication skills",BizRak Web Solutions,Eluru
Business Analyst,"Interested?
Email your resume to careers@ebs.in today and we will get back to you. Working at Ingenico ePayments India Private Limited is a pleasant experience, while you gain in terms of career growth, knowledge and skills.
Location: Chennai

THE JOB:
Daft in understanding payment aggregation requirement and documenting them as user
stories
Create wireframes that illustrate site layout, navigation, controls, and content prioritization
Building up on single line of requirement and providing solutions to the business problem
Participate in the development process and act as advocate for end-users.
Manage ongoing, detailed documentation projects.
Address errors in documentation by researching edit requests through calls and making
changes as appropriate.
Follow style guides and procedures.
Meet publication deadlines.
Work independently and with others.
Work effectively and accurately under pressure.
YOUR PROFILE:
For this challenging function, we need a talented candidate with a focus on result:
B.Tech, B.Sc or higher in any discipline or Graduate in English or Communications with a flair
for technology
4+ years of experience as a business analyst with rich experience in documenting User
manuals, Product Documentation, Proof reading
Experience with configuration management
Document version control experience
Excellent verbal communication skills.
Technical knowledge and a good command over the English language
Ability to quickly grasp various technical terminologies.
OUR OFFER:
As a member of a young and dynamic team, you will be offered:
A challenging function in a fast growing company and one of the key players in
India.
The opportunity to develop your leading skills by joining a motivated team.
A salary package related to your experience and results.
Regular feedback via a company-wide appraisal initiative with focus on personal
objectives, personal growth, short and long term career goals.
Position based in Chennai","Ingenico Group
3.2",Chennai
Research Analysts,"Buy side Research of Financial, Healthcare, Chemicals and Construction sectors.

Good communication and presentation abilities.

Conviction in the investment ideas and presenting it to the Investment Committee.",Ksema Wealth Management Pvt Ltd,Chennai
Equity Research Analyst,Description Post Graduate in Finance/CFA/CA preferably with engineering background. 1. Should be conversant with Institutional clients in terms of rigorously tracing sectors & companies.,"VCK Group
2.1",Kolkata
Market Research Analyst,"Job Title: Market Research AnalystÂ

Experience:0 -Â2ÂyearsÂ

Job Responsibilities:Â
Market Research and recommend list augmentation.Â
Data Generation SpecialistÂ
Market Research â Primary/Secondary.Â
Go to Market Recommendations-Social Media, Reaching out, and Lead Gen.Â
Deliver a Prospects List for Sales to start engaging with.Â
Proficient inÂDiscoverorg, LinkedIn,ÂSeamless.ai, ZoomInfo, Google, Jigsaw etc.Â
Create custom reports and dashboards.Â
Understand workflow processes and execute systems within the Marketing/Sales cycle.Â
Generate leads through online market research.Â
Creating the database from scratch across the Industry Vertical forÂGlobalÂMarketÂ
AnalyseÂall sales leads and responsible for identifying right decision makers based upon the standard criteria set by the organization.Â
Carried out Email campaigns for sending out mass emails against respective Inside Sales Rep's across aÂparticular region.Â
SkillsÂandÂJob Competencies Required:Â

Working knowledge onÂFreshsalesÂCRM is an advantage.Â

LinkedInÂSales NavigatorÂresearch skills.Â

Microsoft Excel â Intermediate level mandatory.Â

Good written and verbal communication skills.Â

Â

Qualifications (Minimum Requirements)Â

Strong data management and analysing skillsÂ

Excellent English language writing and communication skills and personalityÂ

Bachelor's Degree Qualification from a reputable University/ CollegeÂ","Nuvento
4.0",Kerala
Investment Research Analyst,"Company Name – JP Morgan Chase
Designation – Equity Research- Analyst/ Associate
Experience – 0 – 5 years
Location – Mumbai
Link – https://www.applytracking.com/tp/rj6.CWWO_z_K
Company Name – Capgemini
Designation – Analyst
Experience – 2 – 5 Years
Location – Mumbai
Link – https://www.naukri.com/job-listings-analyst-capgemini-technology-services-india-limited-mumbai-2-to-5-years-090420906386?src=jobsearchDesk&sid=15867315693509215_1&xp=17&px=2
Company Name – Aranca Private Limited
Designation – Senior Analyst – Equity Research
Experience – 2 – 4 years
Location – Mumbai, Gurgaon
Link – https://careers.aranca.com/jobdetails/index/job/96
Company Name – IDBI Capital
Designation – Equity Research Analyst
Experience – 5 – 15 years
Location – Mumbai
Link – https://www.iimjobs.com/j/idbi-capital-equity-research-analyst-banking-sector-5-15-yrs-753756.html?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Company Name – Cholamandalam Securities Ltd.
Designation – Equity Research Analyst
Experience – 3 – 7 Years
Location – Chennai
Link – https://www.naukri.com/job-listings-equity-research-analyst-chennai-cholamandalam-securities-ltd-chennai-3-to-7-years-100320000582?src=seo_srp&sId=15862044974428781&xp=16&px=1",Association of International Wealth Management of India (AIWMI),Mumbai
Equity Research Analyst,"KEY RESPONSIBILITIES: Equity Research Analyst

Client management:
Should scope out the research assignments/projects independently
Meet & surpass the client expectations
Interact directly with clients

Delivery management:
Meet/surpass the delivery standards set by clients
Publish sell-side initiating coverage research notes and build valuation models, with buy/hold/sell recommendations on global equities including Indian equities
Regularly track global capital markets, coverage universe, sectors, and publish update notes and models for earnings, corporate actions and material news
Morning meeting notes, weekly market summary, attend analyst meets, company management meeting, listen to earnings calls, and summarize analysis
Deliver and achieve 100% client satisfaction

Marketing, business development, organization development support
Support on collaterals and samples
Contribute towards marketing and thought leadership content

Educational, experience, and skills requirements:
Post-graduate/MBA/CFA/FRM with specialization in Finance from a reputed institution
Around 3 years of prior experience in publishing equity research notes for institutions or HNIs
Need sound experience in equity valuation modeling, financial/cash flow modeling, investor presentations, and possess good analytical writing skills; specialization in multiple industries is desirable
Strong written and verbal communication skills
Analytical, detail oriented, and self-motivated
Working knowledge of 3rd party databases is preferred

Other skills requirement:
Strong team player
Strong professional ethics and business etiquettes
Fast learner
apply here
email","ValueAdd Research & Analytics Solutions
1.0",Mumbai
Business Analyst,"Job Description:


Job Description:

Job Title: Business Analyst -

Location: Pune, India

Overview

HR IT, a global technology group of Deutsche Bank’s technology organization, is responsible for all Human Resources IT services and ensures that all HR services and

Products are delivered in high quality. Our globally oriented and highly motivated team provide unique benefits for employees, managers and HR staff, thereby creating sustainable value for the bank.

Candidate will be responsible for Workday configuration, working in Agile Philosophy and will be a member of cross-functional IT delivery team that includes business analysts, developers and testers.

What we’ll offer you

As part of our flexible scheme, here are just some of the benefits that you’ll enjoy

· Best in class leave policy

· Gender neutral parental leaves

· 100% reimbursement under child care assistance benefit (gender neutral)

· Flexible working arrangements

· Sponsorship for Industry relevant certifications and education

· Employee Assistance Program for you and your family members

· Comprehensive Hospitalization Insurance for you and your dependents

· Accident and Term life Insurance

· Complementary Health screening for 35 yrs. and above

Key Responsibilities:
Work with business stakeholders to deliver value through the delivery of high quality software within an agile development lifecycle.
Work with stakeholders on requirements and participate in backlog refining sessions.
Making Workday configuration changes on regular basis, reviewing other team member’s changes.
Work with the team on functional and non-functional requirements, technical analysis and design.
Be a champion of existing and upcoming Workday features and capabilities.
Skills and Experience:
In-depth understanding and expertise in one or more areas – Compensation, Absence Management, Recruitment, Workday Core HCM, Payroll integrations (PECI & PICOF).
Expertise in building and maintaining calculated fields in Workday.
Experience in building Report as a Service and inbound and outbound EIBs preferable.
Basic understanding of assignable roles and security groups required.
Experience in migration of configuration and setup across Workday tenants.
Knowledge of Workday’s Business Process Fundamentals.
Analytical approach to solving problems including understanding system interdependencies.
Have an explorer mindset. Must demonstrate a sense of urgency and ownership to drive issues and tasks to completion.
1 year + minimum Workday experience.
5 year + overall experience.
Corporate Title:

Associate

Deutsche Bank is an equal opportunity employer who seeks to recruit and appoint the best available person for a job regardless of marital / civil partnership status, sex (including pregnancy), age, religion, belief, race, nationality and ethnic or national origin, colour, sexual orientation or disability.

How we’ll support you

· Training and development to help you excel in your career

· Flexible working to assist you balance your personal priorities

· Coaching and support from experts in your team

· A culture of continuous learning to aid progression

· A range of flexible benefits that you can tailor to suit your needs

About us and our teams

Please visit our company website for further information:

https://www.db.com/company/company.html

Our values define the working environment we strive to create – diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.

We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.

Click here to find out more about our diversity and inclusion policy and initiatives.","Deutsche Bank
3.5",Pune
Patent Research Analyst,"Minimum Experience Required: 6 Months.
Candidates must have strong technical knowledge, good analytical, written and communication skills, with an eye for detail. The role of a patent analyst is to perform the patent search using various techniques, database and analysis of cutting-edge technologies constantly. The patent analyst is assigned to patent related projects that involve studying and understanding emerging technologies, and conducting various types of patent searches. Candidates shall be responsible for interacting with inventors as well

The current job opening is for candidates from Electrical, Electrical/Electronics and Communication, Computer Science or Mechanical domain.","Icuerious
4.3",SAS Nagar
