Job Title,Job Description,Company Name,Location
Android Developer,"We are looking for an Android developer responsible for the development and maintenance of applications aimed at a vast number of diverse Android devices. Your primary focus will be the development of Android applications and their integration with back-end.

Roles & Responsibility :-
Consistently demonstrate enterprise and functional competencies.
Must Have Worked on Any Android, Phone & on Application Development.
Execute for Results.
Innovate and Reinvent.
Collaborate.
Be Fast & Agile.
Mobile initiatives (enhancements or project): (not all inclusive).
The mobile developer will be required to design, develop, test, document, deploy, support and Sustain the mobile appsAndroid Mobile– interface and libraries.
Collaborate with UX for product definition and use cases.
Assist with defining technical and functional user stories.
Customer Interaction skills.
Ability to explain technical aspects of a solution to a non-technical audience.
Prepare and communicate status, issues, and opportunities to the business.
Builds and maintains strong partnership with internal and external customers
Requirements :-
1-2 years experience MUST in Android.
Quick learner and should have good exposure to direct client facing work culture.
Experience designing, developing, deploying & Supporting large scale distributed systems and API development.
Functional Area :-
IT Software – Application Programming , Maintenance

Min Experience :-
1 year

Field :-
Android Development

Knowledge Required :-
Object-Oriented Programming (OOP),Android,Android studio

Role Category :-
Programming & Design.

Role :-
Developer

Employment Type :-
Permanent Job, Full Time

Number of Vacancy :- 2","Syntech Solution
5.0",Pune
Android Developer,"Location: Hyderabad

We are looking for experienced Android developers with experience atleast 3 years in the field of Android Apps development.

Should have experience in the following areas:
Web Services parsing
Working with Location API
Social Media Integration
Payment Gateway Integration
Framework Knowledge (Optional)","Weblink Solutions
4.5",Hyderabad
Android Developer,"We need someone is having experience more than 2 years and should be able learn, improve, and grow conduct thorough design and code reviews.","Plebiscite
4.0",Noida
Android Developer,"At least two years developing Android apps either independently or with a team
Proficient in Java and Kotlin
Experience building an app with Android SDK
Understand the key differences between the different Android OSes and the UI/UX specifics SQL and RDBMS
Understanding of OOP
Experience using RESTful, JSON web services
Understanding of Git, source control procedures, and feature branching
Work with development teams of 3+ people
Apps released in the Play Store
Experience building an SDK
Solid understanding on core Android Components like Activities and Services.
Should be able to work in a team
Skills in live feed, secure chat, live video stream, high end animations, Cloud message APIs, Push notifications, RESTful APIs
Good knowledge of Android UI design principles, patterns, and best practices.
Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes Familiarity with RESTful APIs to connect Android applications to back-end services Familiarity with Android Location API and Google Location Primary skills (Must have)
Good knowledge of MVVM pattern, Architectural components like data binding, room, paging and live data.
Roles and Responsibilities
Must have relevant work experience of 3-5 years in mobile development life cycle Design, build and maintain the Android applications.
We are looking for a native android developer responsible for the development and maintenance of applications aimed at a range of android devices including mobile phones and tablet computers.
In-depth knowledge of programming & platforms using development tools Developing Android Apps Testing features and its contents Modify and maintain features of existing Apps Integrate JSON/XML base web services in app Core Java and Android SDK, C and C++ (Good to have) Familiar with XML and JSON.
Good verbal and written communication skills.
Ability to learn technology quickly through instruction and self training.
Should have leadership skills and should be a team player.
Integrating existing software products and getting incompatible platforms to work together.
Developing existing programs by analyzing and identifying areas for modification.
Ability to develop positive relationships and establish a rapport with customers.
Technical knowledge and skills across a broad range of systems including the ability to rapidly assimilate technical information analyze and take appropriate action in a constantly changing technical environment.
Good knowledge in Installing, Configuring and Managing Desktops.
Able to work individually on Projects.
--

Job Type: Full-time

Salary: ₹30,000.00 - ₹40,181.00 per month

Experience:
relevant: 2 years (Required)
Mobile development: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Java (Required)
C++ (Required)","TRiGMA Solutions Pvt. Ltd
4.2",SAS Nagar
Android Developer,"Roles and Responsibility
Developing, releasing, and maintaining native Android Applications and oversee mobile application development efforts
Deliver across the entire app life cycle, design, build, deploy, test, release to app stores and support
Working directly with product and backend developers to conceptualize, build, test and realize products
Work on bug fixing and improving application performance
Continuously discover, evaluate, and implement new technologies to maximize development efficiency
Optimizing performance for the apps and keep up to date on the latest industry trends in the mobile technologies
Requirements
Undergraduate degree in Computer Science, Engineering, preferably from IITs/Top RECs
1-4 years of experience at cutting edge organisations or startups
Extensive experience in developing mobile apps using Android SDK with proficiency in Core Java and design patterns
Experience with e business/e commerce applications and business environment is a must
Any experience with internet companies will be a plus
Great understanding of Android development SDK and Kotlin
Expertise in Core Java with solid OOD principles and design patterns
Good grasp of algorithms, design patterns, memory management and multithreaded programming
Conversant with JSON, XML, Web services API. 10. Experience with SaaS platforms for mobile development like Analytics, Push Notifications, Cloud Storage, Ad Networks, etc
Hands-on experience with Android's debugging, unittesting, memory and performance optimization tools
Great people skills","gomechanic
4.7",Gurgaon
Android Developer,"Android Developer


Mobile Apps are the product of our creativity and years of expertise in mobile apps development and technology.
We are Hiring an excellent Android developer to join our mobile application team. We offer a competitive salary,
complete and comprehensive benefits package and the opportunity to work with the latest technologies.

Essentials Skills
Core Java
SQLite
Android SDK
Eclipse/ Android Studio
XML/JSON
REST/SOAP
Excellent communication and problem solving skills

Job Description
Basic/core Java/OOPS knowledge and an understanding of Java technologies is mandatory.
Hands-on experience in design and development of Android Applications.
Excellent programming and debugging skills of Android Applications using Eclipse.
Having sound knowledge of XML and JSON
Basic Knowledge with REST and SOAP api’s
Ability to work effectively on tight deadlines, as necessary
Should be able to interact with client.",Onto Technologies,Chennai
Android Developer,"Android Developer


one.com is looking for Android Developer our team in Delhi/NCR (India)

Employment: Permanent Employment
Place of Work: Delhi/NCR (India)
CTC: Best in the industry

There is no greater satisfaction for a developer than seeing that a product designed and developed by them is helping millions of customers across the world. If this is something that inspires and creates passion in you, here is a wonderful career opportunity.

The “Android Developer” role at one.com, lands you with the opportunity of working with a leading technology organization. You will be part of the team that develop state of the art products which aims at helping millions of customers.

Technologies used

Core Java, Android SDK, Studio
JSON, Restful API, Android back-end services
GIT or GITHUB (or anything similar for version control)

The right candidate will have

4 - 6 years of professional experience in Android Development
Experience with off-line storage, threading, and performance tuningExperience with third-party libraries and APIs
Experience with Google's Android design principles, interface guidelines, code optimization, and bench-marking
Familiarity with application architecture, product designing, and interaction of various stacks in a full stack development culture
Good understanding of Data Structures and Algorithms

Ability to grasp complex problems and understand code that is reusable in nature
Experience with TDD, Git, Jira, and project management tools

Keywords: Android, Android Development, Core Java, Android SDK, Android Studio, JSON, Performance Tuning, GIT, TDD
Are you our new colleague?


Please send a brief application and your full CV to jobindia@one.com
one.com is one of Europe’s fastest growing web hosting companies. Today we are more than 400 employees, serve more than 1,500,000 customers and market our products in Denmark, Sweden, Norway, Germany, the Netherlands, Belgium, France, Spain, Italy, Portugal and the United Kingdom. Our vision is to offer a simple, flexible and user friendly product for the beginner as well as for the professional user.","One.com
3.8",Gurgaon
Android Developer,"Job Overview
We are looking for an exceptional Android Developer eager to deliver a best-in-class mobile application. You are going to change the way people communicate safely on mobile. This position may require travel. Your primary focus will be the development of Android applications and their integration with back-end services. You will work with our team of talented engineers to design and build the next generation of our mobile applications.
Duties
The employee shall be responsible for completing the following duties and responsibilities.

You will be responsible for developing, enhancing, and designing a world-class mobile application for our platform.

Your role will include implementing, and enhancing the Android mobile application,

You will be responsible for choosing libraries and frameworks to best meet the needs of the application.

Create a secure, seamless mobile experience. Ensure the best possible performance, quality, and responsiveness of the application.

Unit-testing code for robustness, including edge cases, usability, and general reliability

Identify and correct bottlenecks and fix bugs

Design, build, and maintain high performance, reusable, and reliable Java code

Help maintain code quality, organization, and automatization
Qualification
BS/MS degree in Computer Science, Engineering

Proven software development experience and Android skills development

Proven working experience in Android app development

Minimum of 2 years of professional experience in android application development is required.
Desired Skills
Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes

Experience with Java, NDK, C++, Android Studio/Eclipse

Experience working with remote data via REST API and JSON

Experience with third-party libraries and APIs

Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies.

Experience with offline storage, threading, and performance tuning

Knowledge of the open-source Android ecosystem and the libraries available for common tasks

Familiarity with cloud message APIs and push notifications

Proficient understanding of code versioning tools, such as Git

Experience publishing a high-quality Android application to the Google Play Store
Kindly mail your resumes at careers@icancare.in",Innovative Cancer Care and Rehabilitation,New Delhi
Android Developer,"Position Title

Android Developer

Date posted

March 24th, 2020

Position Description:
Primary responsibilities include tech design, coding, testing, debugging and maintenance of evolving digital media applications
Keep up-to-date on the latest industry trends for mobile technologies
Explain technologies and solutions to technical and non-technical stakeholders
Support live products
Develop and support for all front-end, online mobile product initiatives
Design and develop software applications
Work closely with other mobile application developers, software engineers and production groups to design, develop, test, implement and support new front-end applications, systems and tools
Participate in the development and preparation of documentation

Education & Experience Required:
Bachelor Degree or equivalent in CS/EE/Eng/Sci/Comp Eng.
4 years of demonstrated experience building large scale, high traffic Android applications on tablets and mobile devices.
Extensive experience with JSON, SML, SOAP, REST
4 years of experience with front end web technologies, including HTML 5, JavaScript, jQuery, and Ajax
Contact

Email ID: jobs@agreeya.com","AgreeYa Solutions
3.7",Noida
Android Developer,"JOB INFORMATION

2+ Years of hands on experience of building Android applications
Be an expert at handling Java and other Android internals
Some experience with SOAP/REST web services
Strong experience in OO design, JAVA, RESTful APIs, Android SDK, Eclipse and Android Studio.
Knowledge of SQLite, Graph API and other Google APIs is a plus
Working Know-how of backend integrated apps will be preferred.","Zoxima
4.8",Noida
Android Developer,"1-3yrs of exp in Android apps Development.

Education:UG -B.Tech/B.E. - Any Specialization .

Experience in Android application development.

Excellent knowledge of Android SDK.

Good Communication Skill/Interpersonal Skills.

Knowledge of XML and JSON is required.

Must have developed 1-2 Android applications.","MOBISOFT Labs
4.1",Gurgaon
Android Developer,"Responsibility

Developing new Android Applications.
Bug Fixing, Testing, Optimizing codes.
Learn and utilize development best practices
Work with management team to identify areas of improvement and implement new designs, processes, and workflows
Produce quality work while meeting required production metrics

Qualifications/Skills:
Have Good Knowledge of Android Development
Have experience of publishing atleast one App on play store.
Knowledge and Experience of Working with all Android versions and different screen size.
Good in learning and presenting things.
Ability to handle multiple tasks effectively and meet deadlines.
Basic photo editing skills
Having Certificate on Android Development Will be preferred.
Ability to learn and apply skills quickly
Ability to self motivate
Ability to solve problems both independently and as part of a team
Ability to work in an office environment.

Perks

Flexible work hours, Informal dress code, Free snacks & beverages.
Gift Vouchers and Shopping Coupons on Completion of tasks.
Weekly Party in Office and Many other Fun Events.

Work Environment

This job operates in an office environment. This role primarily uses a computer for the completion of work.

Physical Demands

This is largely a sedentary role. The employee is frequently required to use a keyboard and to sit for long periods of time.

Location : Jaipur",technofizi,Jaipur
Android Developer,"Experience: 1- 4 Years
Opening: 3

Job Responsibility:
Design and build Android mobile applications.
Collaborate with cross-functional teams to analyze, design, and ship new features.
Fully responsible for mobile app development in the team.
Build and publish applications in Play store.
Implement new technologies to maximize application performance.
Extensive experience developing in Java.
Good Java Standard Coding Skill.
Proficient on Android Activities and Fragment lifecycle knowledge.
Proficient on Android SDK and Android Platform”
Images and Files Processing.

Machine Learning, Beacons, Taxi App, BLE (Bluetooth Low Energy) and Spring Boot API is an advantage.","WebMobril Technologies
4.1",Noida
Android App Developer,"JOB DESCRIPTION

Well aware about Android mobile application development including designing and developing as per the requirements .
Should be able to integrate external APIs with the android app.
Should have good understanding of integrating web services with the android app.
Ability to work on bug fixing and improving application performance.
Should have good English communication skills.","Softcom Technologies
3.1",Vadodara
Android Developer,"Experience:
3+Years

Job Location:
Kolkata

Education:
B.E/B.Tech/M.Sc/MCA/BCA

Job Description:
We are looking for an Android developer responsible for the development and maintenance of applications aimed at a vast number of diverse Android devices. Your primary focus will be the development of Android applications and their integration with back-end services. You will be working along-side other engineers and developers working on different layers of the infrastructure. Therefore, commitment to collaborative problem solving, sophisticated design, and creating quality products is essential.

Job Responsibilities:
Translate designs and wireframes into high quality code.
Design, build, and maintain high performance, reusable and reliable Java / Kotlin Code.
Ensure the best possible performance, quality, and responsiveness of the application.
Identify and correct bottlenecks and fix bugs.
Help and maintain code quality and structure.

Technical Skills:
Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes.
Familiarity with RESTful APIs to connect Android applications to back-end services.
Strong knowledge of Android UI design principles, patterns, and best practices.
Experience with offline storage, threading, and performance tuning.
Ability to design applications around natural user interfaces, such as “touch”
Familiarity with the use of additional sensors, such as gyroscopes and accelerate-meters.
Knowledge of the open-source Android ecosystem and the libraries available for common tasks.
Ability to understand business requirements and translate them into technical requirements.
Familiarity with cloud message APIs and push notifications.
A knack for bench marking and optimization.
Understanding of Google’s Android design principles and interface guidelines.
Proficient understanding of code versioning tools, such as Git.
Familiarity with continuous integration.","Red Apple Technologies
3.1",Kolkata
Android Developer,"Interested?
Email your resume to careers@ebs.in today and we will get back to you. Working at Ingenico ePayments India Private Limited is a pleasant experience, while you gain in terms of career growth, knowledge and skills.
Location : Chennai

We are looking for a Mobile Application Developer who possesses a passion for mobile
technologies and will work with next generation payment gateway platform.
Responsibilities
Design and build iOS and Android mobile applications
Collaborate with cross-functional teams to analyze, design, and ship new features
Fully responsible for mobile app development in the team
Build and publish applications in app stores
Implement new technologies to maximize application performance
Job Requirements

Android:
Excellent knowledge in core Java
Hands on experience in the full life cycle of Android application development
Strong knowledge in RESTful web services
Good Knowledge of Android SDK's
Push Notifications & Toast
Eclipse & ANT based build system
Android Studio
Experience in Gradle.
iOS:
Very good experience with Objective-C and iOS SDK
Good working knowledge in Cocoa Touch
Experience with memory management and caching mechanisms specific to mobile
devices
Experience working with iOS frameworks such as Core Data, Core Animation, Core
Graphics and Core Text

Good To Have:
Experience in Payment gateway integration in mobile apps is a big plus
A portfolio of iOS/Android apps in the Play Store/app store is a plus
Hands on experience with Android studio & gradle build system
Git & Gerrit
UI & UX experience
Locations and Map API's","Ingenico Group
3.2",Chennai
Android Developer,"Mandatory skills:
experience on Android Java-based mobile applications and systems development
Strong command on Android Java. Exposure towards Android SDK

Basic Technical Skills : OOPS concepts, SOLID principles, TDD using Junit\Mockito & Espresso, Basic design patterns,
Language Skills : Kotlin, Core Java
DB & network : Android ROOM, Sqlite DB & REST services (Retrofit/Volley)

Android Skills : Android â€“ UX, Basic Architectural pattern (MVP, MVVM, Layered Architecture pattern), Databinding, Android Architecture components
00-8.00 Years","Macropace Technologies
4.6",Bengaluru
Android Developer,"Designation: Android Developer

This position is for a Software Developer to join team in developing cutting edge Android applications. Candidates must be creative, highly motivated, and have a passion for solving complex, technical problems. This position requires that candidates have excellent verbal and written communication skills, and can work closely with remote team members.

Responsibilities:
Development of mobile Android based apps.
All the aspects of software development from design to coding and testing
Deal with clients data, feeds and designs.
Co-operation with other development team members (e.g. Project manager, Web programmers, graphic designers, and authors, quality assurance) in the production of a finished product.
On-going maintenance of existing projects.
Implement new products and enhancements as they are required
Android development using Android SDK Tools and database
Identifying challenges and technical issues
Develop Android application as per the requirements
Confident to use SQL, comfortable to work on someone else's code, debugging, use source control tools to branch code
Skills to deliver high performance Android application
Constantly execute unit tests of the code produced
Ensure compatibility with different version of Android OS
Develop Android applications for StudyPad.
Setup and manage an Android team.
Setup guidelines for creating a robust test environment for Android Apps across various devices.
Minimum Qualifications & Skills:
Excellent knowledge & Experience of the Android SDK
Knowledge & Experience of XML and JSON a requirement
Knowledge & Experience of SqlLite and a working experience in SQL databases
Knowledge & Experience of HTML and Javascript a plus
Coding standards, organizational programming skills and good commenting practices is important
Knowledge & Experience of SVN system
Knowledge & Experience of Animation
Android SDK, Mobile Game Developer, Strong Database Skill, Android NDK, Open source frameworks, Third Party API's.
Additional qualification:
Knowledge & Experience with voip technologies, sound recording and codecs
The candidate will be technically responsible for developing.
Leading highly scalable enterprise applications.
Knowledge experience with basic game development
Must be able to understand all aspects of a typical business and need strong business skills.
Should be a quick learner and self starter
Send us your resume at careers@slktechlabs.com and we will get in touch with you.","SLK Techlabs
2.7",Ahmedabad
Android Developer,"Job Description:
2-3 Years experience in User Interface Designing

Requirements:
Design and build applications for Android devices on the Android platform.

Maintain quality and ensure responsiveness of applications.

Collaborate with the rest of the engineering team to design and launch new features.

Maintain code integrity and organization.

Experience with Android SDK and multiple versions of Android.

Experience with the Android framework, as well as offline storage, threading, and performance tuning.

Must be familiar with RESTful APIs to connect Android applications to back-end services.

Development experience with accelerometers, touch, gyroscopes, and additional sensors.

Experience with Android UI principles and best practices.

Knowledge of the open-source Android ecosystem and the available libraries.

Experience with cloud message APIs and usage of push notifications.

Knowledge of code versioning tools such as Git","Walkter Beacon Lab
4.8",Bengaluru
Android Developer,"Job Requirement :
Minimum 1 year working knowledge in Java/Android SDK with Google API
Working Knowledge of handling JSON/XML data
Working Knowledge of Data Management and SQL-Lite
Working Knowledge of Location Networking/Internet Library and Based Services (GPS)
Working Knowledge of Google Cloud Messaging
Experience: 6 months to 1 year of working experience
Experience: 1-2 years
Salary : Negotiable","Confidant Media
3.0",Kolkata
Android Developer,"Job Requirement
Proven software development experience and Android skills development
Proven working e xperience in Android app development.
Experience with Android SDK
Experience working with remote data via REST and JSON
Experience with third-party libraries and APIs ( Google API, etc )
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
Sound Technical Expertise in Core Java - Android, Kotlin, XML, JSON, SOAP & Android Native
Experience with Android SDK & Android Tools framework
Very good knowledge of Android Studio &/or Eclipse in general and of Android Development using Eclipse in- particular.
Good understanding of data structures and algorithms.
Sound Knowledge in Android Architecture & its Components
Solid understanding of the full mobile development life cycle.
Must have published 3 apps in play store or apple store
Solid understanding of the full android life cycle
Has worked with Push notifications, Threads, Java collections
Strong OO Design Skills, Database Design & Network Programming Fundamentals.
Design, build, and maintain high performance, reusable, and reliable Java code
Mail your cv at:- hr@dreamstel.com","Dreamstel Technologies
3.2",Noida
Senior Android Developer,"We are hiring a highly hardworking, experienced Android Developer with a real passion for pushing the boundaries of mobile. We work in a fast-paced, agile environment, delivering innovative software that is significant to the operations of our product. One should be constantly learning, and seeking to improve your craft, and happy working as member of a cross-functional team – keen to learn from others and pass on knowledge to improve others. If have passion, skill, and want to join in building excellent software, and continuing to break boundaries with new ideas and concepts, then apply now and tell us how it will help craft and make a difference here at OLX People.

What you would be doing daily!

Job Description;

Key Responsibilities, Skills Requirements & Proficiencies;

 Proven knowledge of Android UI design principles, mobile landscape, architectures, patterns, and methodologies.
 Experience with Android SDK, working with remote data via REST and JSON.
 Expertise of Android SDK, different versions of Android, and how to deal different screen sizes.
 Experience on Android native app's development is an added advantage. Understanding of Android Code signing process and deployment model.
 Android Development experience (at least 4-7 years of experience) with React Native (at least 8- 10 month experience with good knowledge of Redux)
 Prove expertise of the full mobile development life cycle.
 Experience on Web development technology stack, HTML/ JS/ CSS and other web development libraries and frameworks will be an advantage.
 Experience on React Native APIs, Javascript, ECMAScript (OOJS) and JSX coding practices and conventions.
 Thorough understanding of React Native development tools like IDEs (Nuclide, Atom, Sublime Text, or Visual Studio Code), Chrome debugging tools, ESLint, React Native CLI, Watchman, package manager etc.
 Good familiarity with React Native built- in and popular third party frameworks, libraries, and accelerators. Expertise on most of the popular ones.
 Diagnose and fix bugs and performance bottlenecks for performance that feels native. Proficient understanding of code versioning tools, such as Git. Familiarity with continuous integration.
 Hands on experience with GraphQL is a bonus
 Experience with offline storage, threading, and performance tuning.
 Development and maintenance of applications aimed at a vast number of diverse Android devices.
 Familiarity with cloud message APIs and push notifications. A knack for benchmarking and optimization.
 Experience in debugging cross-browser and cross-web-platform compatibility issues.
 The desire to be continually learning about newly emerging technologies/industry trends & challenges, perform duties with minimal guidance.
 Strong problem solving and analytical skills. Experience of working in product companies.
 Proficiency in Spoken and Written English, Punctual and Meticulous.

 Graduate / Post Graduate Engineering Background BE/B-Tech/ME/M-Tech in Computer Science,
Computer Engineering or equivalent or related technical field (preferably IITs/Ns/IIITs/BITs).","OLX Group
3.6",Bengaluru
Android Developer,"3-5 years of Android development experience
Deep understanding of the Android SDK and Java
Experience having published multiple apps in the Play Store
Read more
Experience having worked with RESTful APIs in the apps
Comfortable working with a source code management system","Spiceblue
4.1",Chennai
Android Developer,"Skills and Requirements
Immediate joining
1 to 3 years experience developing, releasing, and maintaining native Java Applications (let us see what you got on Google Play).
Deep understanding of the Android SDK.
Great stories about supporting multiple Android devices.
Logical bend of Mind.
DO IT belief rather than I AM TRYING attitude.
You also need experience collaborating on software projects. Coding is fun, but you have to prove that you can work efficiently as part of a team.
Insightful opinions about developing for mobile
Amazing debugging skills
Experience developing testing suites for mobile applications
Experience with web technologies (JavaScript, CSS, HTML5)
Andorid Developer Qualification
Strong coding abilities and experience with Java - Core & Advanced, and Android SDK
Proficient in Problem Solving, Data Structures, Basics of DB (must) and Algorithms <
Experience with 3rd party Android frameworks such as Glide, Volley, etc.
Experience with offline storage, threading (Intent Service, Threads, Async Tasks) , and performance tuning
Familiarity with RESTful APIs, JSON to connect Android applications to back-end services
Understanding of HTML/Hybrid Android Frameworks and technologies
Understanding of Android design principles and interface guidelines.
Strong initiative and drive. Ability to work independently.
Good to have - Experience with web services and database integrations.

Preferable:
Experience with Animation and Complex UI
Experience with performance and memory tuning with tools
Knack for benchmarking and optimization
Proficient understanding of code versioning tools{{such as Git, Mercurial or SVN}}
Familiarity with continuous integration","Loopmethods
3.1",New Delhi
Android Developer,"Experience (in years) :
1-4 years

Job Description :
Should have strong knowledge about Core JAVA, OOps Concept, Date Base and Android Frameworks.
Should have min 2 years exp in core java and min 1 year exp in android.
Must have good communication and problem solving skills.

Qualification :
BE/MCA/M. Tec/ME

Industry :
IT-Software / Software Services

Location :
Indore","Creative Thoughts Informatics
4.6",Indore
Android Developer,"Work on InviteReferrals Android SDK for developers.

Complete responsibility for InviteReferrals Android SDK,
Past android development experience required,
Should be able to work independently",Invite Referrals,New Delhi
Android Developer,"Requirement
Good technical knowledge and experience in Object Oriented design and programming.
Familiar with Mobile architectures such as MVC,MVP and MVVM etc.
Experience with JSON concepts and REST APIs is mandatory.
Experience in Android Architecture components, Kotlin ,Java ,Android X, RXJava, Core data.
Design, build and maintain high performance, reusable, and reliable Java code.","Great Innovus Solutions
4.6",Madurai
Android Developer / Sr. Android Developer,"×
Android Developer / Sr. Android Developer


Mediology Software Private Limited is decade old leading tech company offering digitization and monetization products and services to publishers PAN India.

Job Purpose
Build applications for Mobile Devices on the Android platform.

Responsibilities
Designing and developing advanced applications for the Android platform.
Meets programming standards by following productivity and quality.
Identifying work process improvements; implementing new technology.
Team Player, to work cohesively with a team of co-programmers, QA and Project Managers.

Skills
2+ years hands on android app development using Java/Kotlin with Android Studio.
Strong OOPs fundamentals, Java, Kotlin, JSON, Android 5 and above, Client-Server architecture understanding.
Strong understanding of material design, memory management, SQLite, files I/O, network protocols, concurrency, multi-threading etc.
Should have worked on client-server application involving web service calling.
Sound knowledge of overall Android architecture and Android Studio.
Source Code Control understanding (experience with GIT preferred)
A passion for mobile device technologies, especially android.

Educational Qualifications
B. Tech/B.E. (CSE/IT) / MCA / M.E./M.Tech (CSE/IT)

Experience
2 - 8 Years
Location : Gurgaon

Personality Traits
Good communication skills. Ability to work in a challenging environment, Zeal for learning and experimentation with new technologies.

Send CV","Mediology Software
4.8",Gurgaon
Android Developer,"Technical Skills: Knowledge of Core java, Android SDK, Eclipse, JSON, SQLite, good experience in web services based integration and with remote data via REST and JSON, Experience with third-party libraries and APIs, Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies, good understanding of the full mobile development life cycle

Roles and responsibility:
Design and build advanced applications for the Android platform
Developing Mobile applications for in-house platforms and products, on Android.
Bug fixes and improved functionality in Android app.
Should have relevant experience in developing Mobile application using HTML5, Databases and framework like Phone Gap.
Good exposure on Debugging and proficiency in using Android Tools.
Should be able to connect to external services via XML/JSON RPC or SOAP.
At least two to three app should be live on play store

Interested candidates can send their CV at : career@sonetmicrosystems.com","sonet microsystems
4.3",Noida
Android Developer,"Essential Technical Skills
2-6 years of extensive experience in android App Development
Should have strong knowledge in native & cross platform apps
Experience in mobile interface design
Should have hands on experience in android SDK
Should have hands on experience in SQLite and push notifications
Should have extensive knowledge in C++/C#, Java, JQuery, HTML5, MySQL, AJAX
Should have worked with SVN
Essential Interpersonal Skills
Should be highly motivated for delivering cutting edge android apps.
Should have good communication skills
Should be able to interact clients during overall development life cycle.
Good to Have
Knowledge in Eclipse and JSON.
Location
Pune, India
Experience
2 – 6 years
Education
BE/B.Tech, M.Tech, M.Sc.(CS), MCA
Role
Android Developer / Lead Developer",Kodesoft Technologies,Pune
Android Developer,"In case you aspire to breathe, drink and sleep web technology built on top of Java, Javascript, AWS services (EC2, RDS, DynamoDB, SNS, SQS, SES etc) and/or Azure Services (Table, IoTHub, App Services etc) and want to solve some challenges problems in transportation and logistics - MoveInSync is the right place for you. At MoveInSync, we have built a product that makes a positive difference in the life of 1000s of users every day, and now our focus is to take the product to the next level to have an impact on millions of users.

At MoveInSync we solve a few real-world problems such as:

· Vehicle Route Optimization

· Scheduling & Tracking

· Business Process Automation

· Security, Monitoring & Alerting

· Big-data and Machine Learning

As an Android developer, you will be responsible for building a scalable application. Your primary focus will be the development of an android application with a robust scalable design. You will be working alongside other engineers and developers working on different layers of the infrastructure. Therefore, a commitment to collaborative problem-solving, sophisticated design and the creation of quality products are essential.

Responsibilities:

· Design and build applications for the Android platform

· Ensure the performance, quality, and responsiveness of applications

· Collaborate with a team to define, design, and ship new features

· Identify and correct bottlenecks and fix bugs

· Help maintain code quality, organization, and automatization

· Build a Scalable App

Skills:

· 2+ years of experience with Android development with Java or Kotlin.

· Proficient with RESTful APIs to connect android applications to back-end services

· Good understanding of Android's design principles and interface guidelines

· Familiarity with Google maps APIs and push notifications

· Proficient understanding of code versioning tools e.g. Git

· Good understanding of Design patterns e.g. MVC/MVP/MVVM

· Proficient in building UI using XML","MoveInSync Technology Solutions
4.4",Bengaluru
Android Developer,"Responsibilities

Deliver high-quality mobile Apps on Android platforms.

Create best practice, drive initiatives to build reusable frameworks, components and solutions.

Engage with the team to create a knowledge center on Android.

Work closely with the leadership team to define roadmap and development plans.

Help define and implement standards and promote best practices for the Android development team.

Tackle daily challenges with your creative problem-solving recommendations.

Mentor and contribute knowledge to the rest of the team and the organization.

Requirements:
Minimum 1-year experience.
Knowledge of map-based apps.
Payment gateway integration: (PayPal, Stripe, Paytm, etc).
Integration of web services
Marketplace apps
Strong OO design and programming skills in Java Android SDK JSON/REST API Social Media APIs UML/Design Pattern Knowledge of Retrofit, Volley, Dagger2, Realm RxJava, Espresso Knowledge of android architecture component(LiveData, etc).
Preliminary Experience on MMVM and MVP architecture Experience in SQL and NoSQL databases.
Familiarity with cloud message APIs and push notifications Understanding of Google’s Android design principles and interface guidelines Proficient understanding of code versioning tools, such as Git.
Strong knowledge of Android UI design principles, patterns, and best practices Experience with threading, and performance tuning.
Ability to understand business requirements and translate them into technical requirements.
Live Streaming Offline application development.
Key Skills Android SDK Java Android Development Rest Retrofit JSON Web Services No SQLSQLGIT","SkoolTree Technologies
4.2",Kolkata
Android Developer,"Technical Skills
Essential: Android SDK
Desirable: PhoneGap, jQuery Mobile, MySQL, PHP, MySQL, Publishing app in app store
Qualification: Graduate in Science/ B.TECH/ BCA
Experience: Minimum of 6 months in mobile UI designing
No. of vacancies: 2
Salary: Up to Rs.15,000/-",AppSolz,Kolkata
Android Developer,"Key Skills:
Good knowledge of core Java & Android SDK.
Good understanding of the full mobile development life cycle.
Knowledge of web service integration and experience working with REST, JSON and XML.
Design and build advanced applications for the Android platform.
Creative thinker with the ability to suggest solutions to team.
Collaborate with cross-functional teams to define, design, and ship new features.
Unit-test code for robustness, including edge cases, usability, and general reliability.
Work on bug fixing and improving application performance.
Place of joining: Vadodara","PurpleDocs
4.2",Vadodara
